id,x,y,z,ts_in,ts_out
124,0.605,0.545,0.545,559,1183
125,0.656,0.356,0.494,58,1698
126,0.624,0.226,0.226,225,1400
127,0.944,0.944,0.206,179,659
128,0.376,0.474,0.474,343,1074
129,0.315,0.835,0.535,831,1722
130,0.921,0,0,733,1011
131,0.273,0.577,0.273,583,1059
132,0.54,0.61,0.61,263,792
133,0.238,0.912,0.612,40,807
134,0.285,0.585,0.565,266,1053
135,0.308,0.842,0.008,492,1902
136,0.097,0.097,0.753,411,1361
137,0.905,0.245,0.605,198,362
138,0.469,0.381,0.381,666,1264
139,0.79,0.06,0.06,419,1176
140,0.687,0.387,0.463,496,1126
141,0.864,0.864,0.286,784,1932
142,0.49,0.19,0.66,736,840
143,0.353,0.797,0.353,315,1379
144,0.361,0.489,0.661,178,1823
145,0.041,0.809,0.041,703,1989
146,0.474,0.376,0.676,361,455
147,0.541,0.609,0.541,885,1449
148,0.89,0.26,0.59,625,1775
149,0.023,0.023,0.827,41,1622
150,0.641,0.209,0.941,132,1884
151,0.193,0,0.957,120,1281
152,0.618,0.232,0.532,237,1378
153,0.813,0.037,0.337,614,1341
154,0.929,0,0,296,1129
155,0.731,0.731,0.419,178,1632
156,0.564,0.286,0.564,126,1207
157,0.302,0.848,0.302,924,1724
158,0.281,0.281,0.569,800,1915
159,0.891,0.591,0.259,968,997
160,0.351,0.051,0.799,790,1388
161,0.164,0.464,0.686,644,1321
162,0.233,0.917,0,496,1805
163,0,0.155,0.995,482,1167
164,0.456,0.394,0.456,166,1785
165,1.0,0.794,0.056,736,1301
166,0.22,0.93,0,878,1505
167,0.177,0.973,0,60,1665
168,0.153,0.453,0.697,386,1102
169,0.757,1.0,0.093,911,925
170,0.852,0.298,0.852,449,1227
171,0.515,0.815,0.335,895,1199
172,0.931,0.219,0.631,287,592
173,0.38,0.68,0.47,567,1282
174,0.53,0.53,0.62,753,1560
175,0.575,0.575,0.275,631,1380
176,0.092,0.392,0.758,396,1004
177,0.254,0.254,0.896,774,977
178,0.019,0.319,0.831,110,1585
179,0.342,0.508,0.342,588,652
180,0,0.852,0,204,1269
181,0.226,0,0.924,610,1339
182,0.202,0.948,0,475,1368
183,0.482,0.782,0.368,491,1624
184,1.0,1.0,0.1,230,1080
185,0.386,0.764,0.764,862,1726
186,0.517,0.333,0.817,830,1169
187,0.048,0.802,0.348,89,1112
188,0.769,0.081,0.381,400,659
189,0.534,0.616,0.534,482,1619
190,0.918,0.918,0.232,309,337
191,0.227,0.923,0.623,483,987
192,0.688,0.462,0.462,523,1731
193,0.647,0.947,0.203,61,1182
194,0.826,0.526,0.324,73,809
195,0.906,0,0.244,568,1511
196,0.715,0.135,0.135,896,1243
197,0,0.889,0.261,715,1543
198,0.883,0.267,0.267,991,1346
199,0.191,0.659,0.659,358,1828
200,0.186,0.964,0.186,643,1522
201,0.169,0.981,0.981,537,577
202,0.317,0.533,0.833,278,420
203,0.258,0.258,0.892,991,1167
204,0.192,0,0.958,851,1613
205,0.208,0.642,0.942,688,882
206,0.128,0.722,0.428,156,320
207,0.761,0.089,1.0,658,1251
208,0.379,0.771,0.079,227,578
209,0.151,0.451,0.699,38,680
210,0.756,0.756,0.394,529,1330
211,0.557,0.593,0.257,369,1366
212,0.497,0.653,0.653,840,1131
213,0.491,0.359,0.791,899,1527
214,1.0,0.751,0.099,529,595
215,1.0,0.033,1.0,97,1656
216,0.438,0.712,0.712,281,1389
217,0.432,0.718,0.132,613,1637
218,0.173,0.677,0.977,209,1386
219,0.947,0,0,116,1297
220,1.0,0.815,0.035,645,962
221,0.4,0.75,0.1,752,1362
222,0.901,0.249,0.249,195,1403
223,0.111,1.0,0.739,652,1976
224,0.671,0.179,0.671,951,1003
225,0.457,0.693,0.157,132,1154
226,0.165,0.985,0.685,860,1869
227,0.419,0.419,0.431,610,1739
228,0.776,0.074,0.374,615,1162
229,0.713,0.713,0.137,30,1423
230,0.714,0.436,0.436,524,1398
231,0.865,0,0.285,553,1579
232,0.713,0.413,0.437,31,802
233,0.803,0.347,0.803,372,1306
234,0.305,0.605,0.545,939,1257
235,0.895,0.895,0.255,162,1479
236,1.0,0.734,0.116,806,1331
237,0.354,0.796,0.496,650,1169
238,0.381,0.469,0.681,22,38
239,0.005,0.305,0.845,646,849
240,0.307,0.307,0.843,153,1481
241,0.505,0.345,0.805,229,1147
242,0.29,0.86,0.29,355,387
243,0.387,0.763,0.087,259,1807
244,0.728,0.422,0.428,96,192
245,0.08,0.77,1,968,1454
246,0.799,0.351,0.499,399,1644
247,0.403,0.447,0.447,689,841
248,0.144,0.706,0.706,363,1812
249,0.337,0.813,0.513,908,1329
250,0.679,0.471,0.471,306,327
251,0.122,0.728,0.728,310,509
252,0.395,0.395,0.455,389,396
253,0.556,0.856,0.294,587,1247
254,0.812,0.338,0.038,731,817
255,0.071,0.371,0.779,107,570
256,0,0.937,0.213,507,726
257,0.266,0.266,0.884,0,1546
258,0.395,0.395,0.455,124,709
259,0.985,0.685,0.165,54,918
260,0.595,0.255,0.555,228,1658
261,0.33,0.63,0.52,514,656
262,0.052,0.798,0.798,60,617
263,0.398,0.452,0.698,873,1047
264,0.754,0.396,0.396,928,1376
265,0.003,1.0,1,765,1240
266,0.191,0.659,0.191,594,1932
267,0.223,0.927,0.223,750,858
268,0.686,0.986,0.164,146,862
269,0.604,0.246,0.904,809,962
270,0.22,0.63,0.22,193,1857
271,0.796,0.354,0.354,862,1995
272,0.247,0.247,0.603,468,1160
273,0.746,0.404,0.746,82,356
274,0.476,0.776,0.374,350,501
275,0.316,0.534,0.316,109,1556
276,0.548,0.848,0.302,724,936
277,0.596,0.254,0.896,346,587
278,0.068,0.368,0.782,476,1443
279,0.923,0.227,0.227,626,871
280,0.459,0.459,0.391,950,1838
281,0.77,0.47,0.38,650,1143
282,0.436,0.714,0.136,889,1713
283,0.618,0.532,0.232,966,1313
284,0.453,0.697,0.697,469,1442
285,0.062,0.362,0.788,24,1921
286,0.625,0.525,0.525,284,1159
287,0.95,0.2,0.65,984,1617
288,0.804,0.046,0.046,796,1654
289,0,0,0.992,252,356
290,0.127,1.0,1,730,1604
291,0.077,0.773,0.773,808,947
292,0.295,0.855,0.555,765,1161
293,0.341,0.509,0.509,366,839
294,0.996,0.696,0.154,946,1274
295,0.546,0.604,0.546,192,1574
296,0.465,0.765,0.385,211,1633
297,0.021,1.0,1,879,1198
298,0.136,1.0,1,981,1554
299,0.071,0.371,0.779,475,1172
300,0.192,0.658,0.658,914,1986
301,0,0.919,0.231,555,1381
302,0.259,0.591,0.591,18,1762
303,0.212,0.938,0.938,207,700
304,0.755,0.395,0.455,610,1701
305,0.524,0.326,0.824,517,1206
306,0.403,0.747,0.447,718,1625
307,1.0,1.0,0.063,209,1336
308,0.05,1.0,0.8,238,691
309,0.541,0.309,0.841,709,1958
310,0.716,0.434,0.416,308,507
311,1.0,1.0,0.062,393,1705
312,0.159,0.459,0.691,718,1090
313,0.605,0.905,0.245,215,1757
314,0.735,0.115,0.415,406,1654
315,0.822,1.0,0.028,299,1910
316,0.451,0.151,0.699,125,988
317,0.748,0.102,0.102,282,1887
318,0.744,0.744,0.406,107,1336
319,0.588,0.588,0.562,167,1539
320,0.036,0.814,0.336,288,395
321,0.034,0.816,0.816,422,743
322,0.558,0.558,0.592,733,1610
323,0,0.95,0,267,915
324,0.915,0.615,0.235,926,1222
325,0.713,1.0,0.137,659,1222
326,1.0,1.0,0.087,852,1524
327,1.0,0.075,0.775,316,1971
328,0.814,0.814,0.336,521,1972
329,0.423,0.427,0.727,891,1703
330,0.366,0.784,0.066,373,780
331,0.514,0.814,0.336,215,1691
332,0.48,0.18,0.67,520,1786
333,0.01,0.31,0.84,953,1480
334,0.107,0.743,0.407,631,747
335,0.688,0.162,0.988,35,1491
336,0.865,0,0.285,958,1281
337,0.135,0.715,0.715,796,977
338,0.764,0.464,0.386,567,572
339,0.19,0.96,0.19,607,1706
340,0.551,0.551,0.299,521,1519
341,0.5,0.35,0.35,233,1210
342,0.683,0.167,0.467,85,1654
343,0.359,0.359,0.791,211,1385
344,0.765,0.765,0.085,650,839
345,0.796,0.054,1.0,38,1155
346,1.0,0.724,0.126,992,1676
347,0.277,0.873,0.277,974,1988
348,1.0,0.033,1.0,669,1619
349,0.586,0.564,0.586,744,1181
350,0,0,0.96,885,1421
351,0.571,0.579,0.271,50,138
352,0.362,0.062,0.788,475,1388
353,0.159,0.991,0.691,359,1756
354,0.192,0,0.958,901,1239
355,0.82,0.82,0.33,832,1273
356,0.194,0.956,0.956,891,1520
357,0.21,0.64,0.21,861,1127
358,0.144,0.706,1,267,1436
359,0.39,0.46,0.39,945,1732
360,0.593,0.557,0.293,747,1849
361,0.057,0.793,0.057,266,1968
362,0,0.964,0.186,547,848
363,0.07,1.0,1,874,1715
364,0.231,0.231,0.619,901,1200
365,0.381,0.381,0.469,933,1107
366,0.596,0.554,0.254,534,1742
367,0.249,0.901,0.601,589,711
368,0.785,0.065,0.365,785,1714
369,0.89,0.89,0.26,191,1377
370,0.376,0.076,0.774,967,1412
371,0.625,0.225,0.225,998,1537
372,0.198,0,0.952,62,1717
373,0.35,0.05,0.8,743,1708
374,0.435,0.735,0.415,737,1296
375,0.75,0.1,1.0,535,1643
376,0.494,0.656,0.656,555,615
377,0.294,0.294,0.856,63,284
378,0.4,0.75,0.4,942,1037
379,0.828,0.022,1.0,932,1312
380,0.884,0,0.266,329,631
381,0.29,0.56,0.29,476,676
382,0.0,0.85,0.85,181,824
383,0.46,0.39,0.69,824,1089
384,0.529,0.321,0.621,159,1676
385,1.0,0.803,0.047,481,618
386,0.658,0.958,0.192,990,1976
387,0.25,0,0.9,251,1466
388,1.0,0.781,0.069,25,1546
389,0.581,0.581,0.569,895,1675
390,0.632,0.932,0.218,168,1033
391,0.402,0.748,0.448,775,1820
392,0.793,0.357,0.057,835,1950
393,0.562,0.562,0.288,461,501
394,0.274,0.576,0.576,226,1540
395,1.0,0.75,0.1,580,1882
396,0.231,0.619,0.619,704,1816
397,0.561,0.561,0.289,3,1728
398,0.993,0.993,0.157,375,680
399,0.712,0.138,0.712,174,2000
400,0.837,0.537,0.313,836,843
401,0.506,0.344,0.644,432,1444
402,0.218,0.932,0.218,449,1524
403,0.448,0.402,0.702,872,1773
404,0,0.253,0.897,737,1059
405,0.304,0.846,0.304,264,356
406,0.392,0.392,0.758,867,1139
407,0.487,0.663,0.487,814,1259
408,1.0,0.103,0.747,685,1807
409,0.596,0.254,0.596,257,1013
410,0.572,0.278,0.572,599,1059
411,0.825,0.525,0.325,28,714
412,0.326,0.824,0.524,206,937
413,0.468,0.468,0.382,141,1221
414,0.591,0.591,0.259,558,823
415,0.389,0.461,0.689,875,1042
416,0.038,0.812,0.038,797,852
417,0.785,0.065,0.785,951,1603
418,0.487,0.787,0.363,695,1166
419,0.904,0.904,0.246,765,1624
420,0.871,0.279,0,319,1330
421,0.881,0,0.269,910,1466
422,0,0,0.915,467,869
423,0.3,0.55,0.55,629,1912
424,1.0,0.742,0.108,526,1448
425,0.065,0.785,1,425,1125
426,1.0,0.702,0.148,269,1039
427,0.668,0.182,0.482,862,926
428,0.459,0.459,0.391,481,1578
429,0.703,0.447,0.447,801,1337
430,0.464,0.164,0.686,649,1037
431,0.314,0.536,0.614,708,730
432,0.69,0.46,0.39,227,411
433,0.607,0.243,0.607,249,490
434,0.214,0,0.936,836,1717
435,0.827,0.323,0.323,198,1743
436,0.976,0.174,0.174,475,588
437,0.716,0.434,0.434,425,1463
438,0.399,0.451,0.699,147,1036
439,0.193,0.657,0.957,977,1266
440,0.035,1.0,0.815,134,1548
441,0.653,0.197,0.497,605,1806
442,0.185,0.185,0.665,102,1119
443,0.123,0.123,0.727,724,1006
444,0.447,0.447,0.403,537,1786
445,0.718,0.432,0.418,12,922
446,0.327,0.027,0.823,985,990
447,0.93,0.22,0,10,1916
448,1.0,0.01,0.84,612,1653
449,0.716,0.434,0.434,341,1998
450,0.517,0.633,0.517,988,1315
451,0.651,0.351,0.499,554,1004
452,0.389,0.761,0.389,791,1989
453,0.595,0.555,0.555,233,1035
454,0.481,0.481,0.369,633,1257
455,0.012,0.838,0.838,118,324
456,0.746,0.404,0.746,577,955
457,0.62,0.53,0.32,604,1979
458,0.013,0.837,0.313,172,711
459,1.0,1.0,0.061,694,1274
460,0.321,0.829,0.021,596,708
461,0.089,0.761,0.389,726,1645
462,0.875,0.275,0.875,667,704
463,0.11,0.11,0.74,742,1633
464,1.0,0.019,1.0,917,1265
465,0.184,0.966,0.666,972,1900
466,0.001,1.0,0.849,739,937
467,0.851,0.299,0,990,1798
468,0.558,0.592,0.558,389,1089
469,0.57,0.28,0.57,515,919
470,0.327,0.523,0.523,607,1413
471,0.883,0,0.267,942,1479
472,0.215,0.935,0,868,1648
473,0.698,0.452,0.452,137,456
474,0,0.173,0.977,810,1278
475,0.723,0.127,1.0,534,1607
476,0.225,0.525,0.625,839,1464
477,0.661,0.661,0.189,870,1112
478,0.06,1.0,0.79,576,671
479,0.771,0.079,0.771,520,1315
480,0.632,0.518,0.218,516,1443
481,0.756,0.094,0.394,833,1468
482,0.441,0.441,0.709,895,1966
483,0.79,0.06,0.36,70,463
484,0.247,0.903,0.903,632,1162
485,0.05,0.35,0.8,929,941
486,0.091,0.759,0.759,496,1207
487,0.308,0.542,0.608,739,1620
488,0.624,0.324,0.526,78,1476
489,0.766,0.766,0.384,994,1034
490,1.0,0.789,0.061,7,1204
491,0.029,0.821,0.029,658,1312
492,0.497,0.497,0.653,992,1529
493,0.982,0.168,0.682,712,1329
494,0.835,0.015,0.015,214,1414
495,0.788,0.362,0.062,417,1568
496,0.459,0.391,0.391,696,1602
497,0.519,0.519,0.331,217,1938
498,0.477,0.477,0.373,284,647
499,0.48,0.18,0.67,629,899
500,1.0,0.035,0.815,692,1487
501,0.229,0.921,0.229,717,987
502,1.0,0.807,0.043,303,863
503,0.305,0.305,0.845,826,951
504,0.58,0.27,0.88,804,1534
505,0.601,0.249,0.249,183,277
506,0.719,0.431,0.419,580,1509
507,0.825,0.525,0.325,376,1377
508,0.165,0.685,0.985,671,1933
509,0.488,0.362,0.788,802,857
510,0.429,0.721,0.721,618,1089
511,0.383,0.467,0.383,674,688
512,0.549,0.601,0.301,738,1500
513,0.569,0.581,0.269,186,188
514,0.255,0.595,0.595,385,1840
515,0.977,0.173,0.173,479,1835
516,0.504,0.646,0.504,173,1952
517,0.256,0.894,0.256,89,378
518,0.268,0.882,0.268,599,1354
519,0.36,0.79,0.49,882,1017
520,0.1,1.0,0.75,468,740
521,0.299,0.599,0.551,276,1982
522,0.822,1.0,0.028,169,1601
523,0.664,0.486,0.486,247,1256
524,0.565,0.585,0.565,208,428
525,0.583,0.267,0.583,228,1447
526,0.331,0.631,0.519,471,1936
527,0.663,0.363,0.487,422,1137
528,0.196,0.654,0.496,551,1899
529,0.0,0.0,0.85,630,1998
530,0.534,0.316,0.834,93,1450
531,0.414,0.436,0.414,707,1629
532,0.192,0.958,0.192,991,1788
533,0.808,0.808,0.342,197,985
534,0.187,0.663,0.963,105,1628
535,0.573,0.277,0.277,139,199
536,0.215,0.935,0.935,627,1118
537,0.144,1.0,1,939,1044
538,0.458,0.392,0.458,479,1457
539,0.211,0.639,0.211,930,1172
540,0.334,0.634,0.516,257,1224
541,0.27,0.58,0.57,241,1914
542,0.344,0.806,0.506,355,399
543,0,0.883,0,240,1799
544,1.0,0.131,0.719,928,1621
545,0.52,0.22,0.63,706,1617
546,0.083,0.383,0.767,483,1135
547,0.759,0.391,0.759,209,1777
548,0.713,0.137,1.0,818,1429
549,0.351,0.799,0.351,984,1412
550,0.009,0.841,0.841,394,1485
551,0.721,0.429,0.721,267,752
552,0.239,0,0.911,589,1279
553,0.993,0.157,0.993,519,700
554,0.235,0.915,0.915,304,1515
555,0.247,0.547,0.603,569,1921
556,0.004,0.846,0.846,215,1440
557,0.507,0.343,0.343,927,1429
558,0.862,0.288,0.288,409,1872
559,0.213,0.213,0.637,207,420
560,1.0,0.073,1.0,286,1690
561,0.437,0.413,0.713,52,425
562,0.339,0.811,0.811,957,1437
563,0.075,0.775,0.375,707,1534
564,0.453,0.397,0.453,221,675
565,0.711,0.411,0.439,432,1902
566,0.596,0.254,0.896,964,1704
567,1.0,0.796,0.054,120,1042
568,0.303,0.603,0.547,720,1050
569,0.83,1.0,0.02,946,1052
570,0.651,0.351,0.499,630,1545
571,0.987,0,0.163,985,1550
572,0,0.993,0.157,132,1179
573,0.731,0.119,0.119,458,1307
574,0.264,0.886,0.586,893,1844
575,0.985,0.165,0,847,1629
576,0.647,0.947,0.203,222,391
577,1.0,1.0,0.14,604,1354
578,0.154,0.154,0.696,55,809
579,0.269,0.581,0.881,771,1868
580,0.189,0.661,0.961,685,1375
581,0,0.895,0,458,982
582,0,0,0.959,912,1159
583,0.819,0.331,0.519,444,1627
584,0.85,0.3,0.0,913,1616
585,0.282,0.868,0,713,1596
586,0,0.253,0.897,710,1178
587,0.953,0.197,0,665,1277
588,0.78,0.07,0.37,228,543
589,1.0,0.059,1.0,387,1880
590,0.156,0.694,0.994,749,1669
591,0.107,1.0,0.743,230,1024
592,0.495,0.355,0.495,534,1304
593,0.544,0.844,0.306,449,1951
594,0.033,0.817,1,498,1899
595,0.382,0.468,0.682,812,1691
596,0.935,0.215,0.635,772,1653
597,0.787,0.063,1.0,446,1939
598,0.635,0.515,0.515,849,1552
599,0.599,0.251,0.251,715,938
600,0.552,0.298,0.552,611,1487
601,0.322,0.828,0.022,670,1525
602,0.486,0.364,0.364,487,1122
603,0.311,0.611,0.539,105,179
604,0.14,0.71,1,897,1656
605,0.604,0.546,0.546,664,1817
606,0.132,0.718,1,434,1564
607,0.013,0.837,0.837,719,1384
608,0.281,0.281,0.569,8,1827
609,0.757,0.093,0.757,606,1676
610,0.378,0.378,0.472,453,1408
611,0.859,0.291,0.291,32,87
612,0.702,0.702,0.448,203,1563
613,0.465,0.765,0.385,574,1783
614,0.59,0.26,0.56,372,1274
615,0.201,0.649,0.949,707,855
616,0.582,0.882,0.268,65,915
617,0.131,0.719,0.719,84,985
618,0.329,0.821,0.521,866,960
619,0.035,0.815,0.035,728,1366
620,0.644,0.506,0.344,10,81
621,0.685,0.385,0.465,451,1151
622,0.207,0.943,0.943,572,1574
623,0.032,0.818,1,60,1548
624,0.611,0.539,0.611,221,1955
625,0.993,0.157,0.693,426,1805
626,0.691,0.459,0.691,482,1953
627,0.213,0.937,0,588,1186
628,1.0,0.102,1.0,771,1898
629,0.442,0.442,0.408,479,984
630,0.471,0.679,0.171,864,926
631,0.808,0.042,0.808,270,876
632,0.974,0.176,0,896,1908
633,0.224,0,0.926,274,1254
634,0.983,0,0,410,1653
635,0.092,1.0,0.758,393,1256
636,0,0.25,0.9,616,1986
637,0.542,0.308,0.542,809,1730
638,0.674,0.176,0.176,158,1592
639,0.177,0.477,0.673,500,1640
640,0.184,0.666,0.484,943,1218
641,0.489,0.661,0.361,370,1140
642,0.393,0.757,0.457,899,1168
643,0,0,0.978,884,1105
644,0.093,0.757,1,952,1467
645,0.071,0.779,1,691,1073
646,0.018,0.832,1,691,1541
647,0.757,0.093,0.393,957,1426
648,0.218,0.932,0,760,1829
649,0.196,0.496,0.654,727,1944
650,0.716,0.416,0.434,700,1795
651,0.321,0.829,0.321,678,1963
652,0.804,0.046,0.346,43,220
653,0.154,0.454,0.696,346,1815
654,0.012,0.838,0.312,781,1185
655,0.273,0.577,0.273,532,1426
656,0.605,0.245,0.245,555,1664
657,0.733,0.117,0.733,806,1041
658,0,0.896,0.254,815,1611
659,0.754,0.096,0.396,96,132
660,0.72,0.43,0.13,653,1500
661,0.475,0.675,0.475,303,481
662,0.332,0.518,0.818,940,1741
663,0.747,0.103,0.747,361,1352
664,0.844,1.0,0.006,984,1052
665,0.598,0.252,0.598,66,1088
666,0.419,0.431,0.419,989,1899
667,0.625,0.225,0.525,296,399
668,0.741,0.109,1.0,667,1818
669,0.553,0.597,0.597,389,1238
670,1.0,0.136,1.0,365,1482
671,0.239,0.611,0.539,727,986
672,0.546,0.604,0.246,954,1332
673,0.79,0.06,0.06,42,1727
674,0.763,1.0,0.087,403,1098
675,0.933,0.217,0.633,868,1556
676,0.554,0.596,0.554,776,1693
677,0.501,0.649,0.349,774,1589
678,0.388,0.762,0.462,18,704
679,0.72,0.72,0.13,977,1015
680,0.436,0.714,0.136,810,1419
681,0.576,0.876,0.274,634,1141
682,0.365,0.785,0.485,193,1669
683,0.2,0.2,0.65,746,1171
684,0.064,0.786,1,848,922
685,0,0.283,0.867,670,868
686,0,0.949,0.201,67,1791
687,0.402,0.748,0.402,514,1866
688,0.014,1.0,0.836,462,495
689,0.779,0.071,0.371,469,775
690,0.56,0.29,0.86,101,592
691,0.302,0.302,0.848,311,810
692,0.748,0.102,1.0,394,445
693,0.375,0.475,0.775,839,1265
694,0.092,0.758,1,999,1253
695,0.58,0.57,0.28,747,1244
696,0.817,0.817,0.033,417,1140
697,0.573,0.573,0.577,742,1515
698,0.573,0.277,0.577,800,1051
699,0.753,0.397,0.397,606,1134
700,0.52,0.63,0.52,325,1909
701,0.481,0.781,0.369,403,779
702,0.462,0.388,0.688,301,418
703,0.504,0.346,0.804,494,626
704,0,0.987,0.163,364,721
705,1.0,0.767,0.083,984,1562
706,0.369,0.481,0.669,777,1200
707,0.869,0,0,274,1955
708,0.621,0.321,0.529,334,1277
709,0.023,1.0,1,897,1716
710,0.534,0.316,0.616,146,489
711,0.973,0,0.177,387,734
712,0.445,0.705,0.405,952,1722
713,0.265,0.885,0,761,1039
714,0.346,0.646,0.504,286,910
715,0.16,0.69,0.99,179,1035
716,0.175,0.175,0.975,53,859
717,0.832,0.318,0.018,7,621
718,0.401,0.449,0.701,175,960
719,0.247,0.903,0,517,1508
720,0.78,0.78,0.07,315,1797
721,1.0,1.0,0.114,411,796
722,0.843,0.307,0.543,789,1534
723,0.011,0.839,0.311,684,1080
724,0.319,0.831,0.319,830,904
725,0.913,0.237,0,797,1085
726,0.165,0.685,0.685,731,1507
727,0.399,0.399,0.751,339,1016
728,0.015,0.835,0.835,458,1901
729,0.769,0.381,0.469,477,1255
730,0.882,0,0.268,546,1946
731,0.599,0.251,0.899,566,1413
732,0.983,0.683,0.167,918,1816
733,0.938,0.212,0.938,58,414
734,0.257,0.593,0.593,850,1321
735,0.932,0.218,0.632,720,1225
736,0.353,0.497,0.353,73,509
737,0.948,0.202,0.202,919,1541
738,0.901,0.601,0.249,232,1282
739,0,0,0.963,897,1252
740,0.91,0,0,533,1482
741,0,0.89,0.26,247,1142
742,0.151,0.999,0,527,786
743,0.595,0.895,0.255,983,1719
744,0.564,0.586,0.264,375,1485
745,0,0,0.962,626,1487
746,0.515,0.635,0.335,285,1672
747,0.64,0.21,0.64,38,424
748,0.961,0.189,0.189,867,1511
749,0.557,0.593,0.257,646,1374
750,0.695,0.155,0.695,638,1684
751,0.016,1.0,0.834,689,1593
752,0.947,0,0,678,1267
753,0,0.297,0.853,566,1978
754,0.497,0.497,0.353,894,1808
755,0,0.966,0,625,760
756,0.719,0.719,0.431,374,973
757,0.631,0.519,0.219,739,1024
758,0.261,0.561,0.589,310,1427
