id,x,y,ts_in,ts_out
80,0.885,0.265,552,1591
81,1.0,0.022,121,521
82,0.421,0.729,629,1304
83,0.072,1.0,200,1392
84,0.469,0.381,898,1094
85,0.45099999999999996,0.399,106,1876
86,0.539,0.611,888,1382
87,1.0,0.05,655,1841
88,0.45600000000000007,0.694,331,1417
89,0,0.899,646,1200
90,0.004,1.0,333,591
91,0.578,0.5720000000000001,817,1715
92,0.677,0.17299999999999996,818,1471
93,0,0.941,293,445
94,0.013,1.0,922,1343
95,0.632,0.518,945,1215
96,0.408,0.7420000000000001,346,1151
97,0.131,1.0,805,1163
98,0.522,0.32799999999999996,728,1998
99,0.122,0.728,438,1067
100,0.23700000000000002,0.613,363,1672
101,0.644,0.506,996,1377
102,0.421,0.42899999999999994,750,1501
103,0.584,0.5660000000000001,587,1583
104,0.701,0.44900000000000007,973,1609
105,0.766,0.084,619,1083
106,0,0.991,147,1470
107,0.43200000000000005,0.718,925,1043
108,0.629,0.221,620,1904
109,0.7260000000000001,0.424,25,1874
110,0.716,0.13400000000000004,715,1414
111,0.13,1.0,174,1966
112,0.2909999999999999,0.559,186,1302
113,0.473,0.377,991,1802
114,0.335,0.8150000000000001,986,1674
115,0.641,0.509,199,972
116,0.551,0.299,720,1303
117,0.37,0.78,583,661
118,0.396,0.754,45,121
119,0.5630000000000001,0.287,144,608
120,0.471,0.679,509,1679
121,0.719,0.13100000000000003,74,1349
122,0.277,0.573,100,838
123,0.961,0.189,26,914
124,0.078,0.772,836,909
125,0.336,0.5139999999999999,292,493
126,0.811,0.33899999999999997,510,1369
127,1.0,0.145,276,600
128,0.2899999999999999,0.56,336,1838
129,0.785,0.365,532,1010
130,0.8650000000000001,0.285,294,1365
131,0.657,0.493,746,1973
132,1.0,0.104,755,871
133,0.741,0.10900000000000001,458,1708
134,0.705,0.44500000000000006,134,499
135,0.268,0.882,744,1308
136,0.957,0.19300000000000003,524,1002
137,0.33899999999999997,0.511,523,892
138,0.287,0.5630000000000001,983,1240
139,0.695,0.45500000000000007,893,1185
140,0.803,0.347,225,1894
141,0.274,0.576,16,429
142,0.13700000000000004,0.713,83,1562
143,0.803,0.347,149,1922
144,0.535,0.315,595,1477
145,0.844,0.006000000000000033,405,1386
146,0.093,0.757,951,1215
147,0.332,0.818,319,1718
148,0.331,0.8190000000000001,614,1755
149,0.676,0.17399999999999996,759,1665
150,0.36,0.49,168,724
151,0.527,0.323,329,426
152,0.772,0.078,338,1810
153,0.477,0.673,260,520
154,0.372,0.778,82,883
155,0.529,0.321,289,1555
156,0.101,1.0,358,1734
157,0.227,0.923,1,956
158,0.899,0,375,1412
159,0.208,0.9420000000000001,877,1874
160,0.613,0.537,757,929
161,0.3909999999999999,0.459,331,1409
162,0.05799999999999997,0.792,635,1985
163,0.087,1.0,30,1012
164,0.742,0.108,481,1383
165,0.095,0.755,974,1590
166,0.5630000000000001,0.587,314,1002
167,0.942,0,282,1142
168,0.19000000000000003,0.96,361,457
169,0.71,0.14,389,1506
170,0.305,0.545,17,1780
171,0.857,0.29300000000000004,578,1427
172,0,0.881,461,706
173,0.826,0.024,24,1523
174,0.051,0.7989999999999999,736,1551
175,0.386,0.464,192,260
176,0.108,1.0,561,1016
177,0.94,0,240,253
178,0.484,0.366,412,1406
179,0.707,0.14300000000000004,906,1976
180,0.764,0.386,950,1732
181,0.23799999999999996,0.912,630,1536
182,0.532,0.618,717,1227
183,0.368,0.482,141,948
184,0.627,0.523,156,1697
185,0.889,0,563,1039
186,0.109,0.741,410,1862
187,0.313,0.537,244,1410
188,0.16399999999999995,0.686,967,1068
189,0.838,0.312,852,882
190,0.136,0.714,204,262
191,0.251,0.899,591,789
192,0.20800000000000005,0.942,783,1356
193,0.735,0.415,406,551
194,0.523,0.327,509,849
195,0.768,0.382,746,1695
196,0.956,0.19400000000000003,569,1033
197,0.813,0.3370000000000001,967,1326
198,0.066,0.7839999999999999,332,1568
199,0.281,0.569,604,1386
200,0.33899999999999997,0.811,107,1707
201,0.305,0.545,936,1584
202,0.579,0.271,347,1175
203,0.8350000000000001,0.315,2,494
204,0.866,0.28400000000000003,456,634
205,0.594,0.556,252,1111
206,0.994,0.156,198,1425
207,0.973,0,472,1594
208,0.496,0.354,429,1976
209,0.589,0.261,354,1655
210,0.647,0.20299999999999999,608,1593
211,0.369,0.781,811,1054
212,0.718,0.43200000000000005,575,1226
213,0.712,0.13800000000000004,557,981
214,0.26,0.89,169,429
215,0.22799999999999995,0.922,495,1784
216,1.0,0.096,873,1335
217,0.749,0.401,309,1228
218,0.359,0.791,275,1120
219,0.634,0.216,273,1218
220,0.432,0.7180000000000001,5,1776
221,0.467,0.6829999999999999,818,1484
222,0.218,0.632,541,992
223,0.405,0.745,167,1351
224,0.784,0.366,451,898
225,0.31600000000000006,0.834,560,1076
226,0.901,0,694,908
227,0.7100000000000001,0.44,872,928
228,0.15200000000000005,0.698,409,1499
229,0.97,0.18000000000000002,328,756
230,0.207,0.9430000000000001,701,895
231,1.0,0.037,320,1833
232,0.076,0.774,476,1164
233,0.731,0.419,787,1432
234,0,0.971,882,891
235,0.734,0.116,14,1651
236,0.778,0.372,709,1620
237,0.883,0,335,1505
238,0.144,1.0,566,925
239,0.389,0.761,466,665
240,0.12,0.73,864,1621
241,0.06,1.0,58,125
242,0.34199999999999997,0.508,930,1333
243,0.667,0.483,681,1904
244,0.778,0.072,170,1993
245,0.682,0.46799999999999997,33,637
246,0.151,0.999,48,1289
247,0.569,0.5810000000000001,660,1187
248,0.009000000000000036,0.841,363,1378
249,0.23899999999999996,0.911,421,870
250,0.508,0.642,944,1862
251,0.087,0.763,941,1416
252,0.829,0.021000000000000046,549,1506
253,0.053999999999999965,0.796,379,1818
254,0.439,0.4109999999999999,699,1774
255,0.61,0.54,315,1171
256,0.289,0.561,73,524
257,0.487,0.663,177,1026
258,0.413,0.43699999999999994,354,1127
259,0.21799999999999994,0.932,224,1920
260,0.942,0.20800000000000005,767,902
261,0.527,0.623,941,1152
262,0.604,0.246,136,1419
263,0.505,0.645,340,1685
264,0.992,0.158,646,810
265,0.21699999999999994,0.933,880,1022
266,0.068,1.0,299,1880
267,0.31199999999999994,0.538,134,668
268,1.0,0.096,380,758
269,0.663,0.487,413,475
270,0,0.976,266,745
271,0.426,0.42400000000000004,474,1966
272,0.201,0.949,165,1157
273,0.137,1.0,2,1829
274,0.995,0,183,1553
275,0.924,0.22599999999999995,216,1712
276,0.18500000000000003,0.965,381,1383
277,0.974,0,229,670
278,0.5770000000000001,0.573,401,1582
279,0.329,0.521,294,1500
280,0.497,0.353,311,535
281,0.6549999999999999,0.195,358,884
282,0.058,1.0,436,1165
283,0.332,0.818,733,1344
284,0.5519999999999999,0.298,455,730
285,0.877,0.273,262,326
286,0.367,0.783,123,142
287,0,0.944,576,979
288,0.19499999999999998,0.655,816,912
289,0.375,0.775,394,547
290,0.761,0.389,918,1493
291,0.5439999999999999,0.306,59,345
292,0.897,0.253,122,732
293,0.739,0.111,990,1481
294,0.438,0.7120000000000001,360,545
295,1.0,0.1,896,1592
296,0.273,0.877,712,860
297,0.196,0.654,385,848
298,0.259,0.891,653,1770
299,0.209,0.641,471,1767
300,0.176,0.9740000000000001,0,199
301,0.186,0.9640000000000001,468,1740
302,0.508,0.34199999999999997,708,764
303,0.779,0.071,88,1680
304,0.49,0.66,397,1181
305,0.554,0.596,341,363
306,0.6749999999999999,0.175,814,1139
307,0.375,0.475,674,1740
308,0.574,0.276,749,1869
309,0.18,0.9700000000000001,386,1935
310,0.275,0.575,72,99
311,0.715,0.435,92,1828
312,0.20800000000000005,0.942,158,466
313,0.523,0.327,854,1339
314,0.243,0.907,263,858
315,0.354,0.796,712,1324
316,0.533,0.31699999999999995,756,1920
317,0.641,0.509,210,362
318,0.13400000000000004,0.716,202,1226
319,0.551,0.599,303,831
320,0,0.974,808,1921
321,0.322,0.5279999999999999,82,1002
322,0.35,0.8,316,654
323,0.321,0.529,821,937
324,0.747,0.103,490,1560
325,0.704,0.14600000000000005,484,1439
326,0.717,0.133,339,581
327,0.36,0.79,475,1936
328,0.252,0.598,421,587
329,1.0,0.041,81,383
330,1.0,0.023,597,850
331,0.343,0.507,271,1648
332,0.696,0.154,984,1225
333,0.378,0.772,809,1894
334,0.3989999999999999,0.451,947,992
335,0.30299999999999994,0.547,207,408
336,0.7879999999999999,0.062,428,1530
337,0.127,0.723,407,1386
338,0,0.978,438,1514
339,0.988,0,479,1509
340,0.898,0,814,1359
341,0.07,1.0,377,1131
342,0.835,0.015,462,1645
343,0.011000000000000038,0.839,813,882
344,0.982,0.168,132,1675
345,0,0.892,617,1880
346,0.43200000000000005,0.418,7,712
347,0.321,0.529,487,1709
348,0.438,0.41200000000000003,20,179
349,0.003,1.0,299,406
350,0.297,0.8530000000000001,966,1623
351,0.791,0.359,555,1034
352,0.689,0.16100000000000006,982,1016
353,0.074,0.776,814,978
354,0.099,0.751,95,741
355,0.628,0.222,733,1798
356,0.407,0.743,104,1717
357,0.09,0.76,663,1725
358,0,0.948,278,719
359,0,0.857,779,1905
360,0.554,0.596,601,1810
361,0.279,0.571,968,1814
362,0.243,0.607,966,1698
363,0,0.952,306,1490
364,0.429,0.42099999999999993,462,1689
365,0.19400000000000003,0.956,135,1043
366,0.405,0.745,378,477
367,0.904,0.246,878,1922
368,0,0.926,333,1551
369,0.67,0.48,833,1577
370,0.001,0.849,394,1896
371,0.122,1.0,663,1377
372,0.11,1.0,903,1801
373,0.489,0.361,934,1126
374,0.719,0.131,749,992
375,0.33999999999999997,0.51,967,1508
376,0.242,0.908,212,812
377,0.878,0.272,518,770
378,0.7040000000000001,0.446,514,1656
379,0.43600000000000005,0.714,826,1299
380,0.151,0.999,585,1071
381,0.615,0.535,243,828
382,1.0,0.052,199,807
383,0.798,0.352,465,1798
384,0.3,0.5499999999999999,685,1887
385,0.312,0.5379999999999999,357,979
386,0.259,0.591,194,1641
387,0.788,0.362,115,1560
388,0.013,1.0,138,963
389,0.13900000000000004,0.711,318,1300
390,0.065,1.0,120,614
391,0.836,0.31400000000000006,776,816
392,0.16999999999999996,0.68,150,280
393,0.116,1.0,503,1048
394,0.194,0.656,268,672
395,0.56,0.59,173,1183
396,0.561,0.589,927,1533
397,0.555,0.595,830,1297
398,0.4149999999999999,0.435,923,1485
399,0.662,0.18799999999999997,129,1661
400,0.349,0.501,401,1276
401,0.458,0.392,379,1592
402,0.693,0.15700000000000006,154,315
403,1.0,0.078,973,1741
404,0.501,0.349,484,1774
405,0.826,0.02400000000000005,763,1138
406,0.136,1.0,957,1316
407,0.189,0.961,824,1387
408,0.22599999999999995,0.924,690,1826
409,0.208,0.9420000000000001,917,1596
410,0.3340000000000001,0.816,867,1820
411,0.083,0.767,39,301
412,0.19300000000000003,0.957,904,1808
413,0.731,0.11900000000000002,611,1363
414,0.605,0.245,743,1660
415,0.406,0.444,572,598
416,0.452,0.6980000000000001,978,1132
417,0.13300000000000003,0.717,716,1596
418,0.799,0.351,326,1485
419,0.391,0.45899999999999996,290,1717
420,0.751,0.099,252,1171
421,0.06299999999999997,0.787,492,1588
422,0.776,0.07399999999999998,674,1706
423,0.882,0.268,174,803
424,0.059,1.0,665,787
425,0.684,0.46599999999999997,765,1305
426,0.921,0,900,1999
427,0.171,0.979,573,1521
428,0.787,0.363,124,1959
429,0.332,0.5179999999999999,378,1992
430,0.527,0.623,704,1786
431,0.578,0.272,364,1286
432,0.919,0.23099999999999996,536,539
433,0.229,0.921,199,1009
434,0.196,0.9540000000000001,690,1066
435,0.7000000000000001,0.45,370,1428
436,0.317,0.533,295,1342
437,0.525,0.625,775,918
438,0.868,0.28200000000000003,398,1786
439,0.207,0.643,131,357
440,0.819,0.031000000000000055,72,1642
441,0.925,0.225,863,1362
442,0.197,0.953,202,664
443,0.607,0.243,890,1894
444,0.75,0.1,224,869
445,0.6489999999999999,0.201,347,1839
446,0.621,0.529,172,1974
447,0.692,0.158,124,1572
448,0.92,0.23,214,1117
449,0.253,0.597,553,950
450,0,0.901,92,710
451,0.15,1.0,579,1244
452,0.492,0.358,134,1874
453,0.33499999999999996,0.515,85,1593
454,1.0,0.015,917,1664
455,0.994,0,314,1544
456,0.16,0.99,263,725
457,0.074,0.776,872,1816
458,0.369,0.781,550,1613
459,0.712,0.13800000000000004,627,1841
460,0.196,0.9540000000000001,235,1478
461,0.8290000000000001,0.321,542,1269
462,0.267,0.583,447,1316
463,0.534,0.616,475,789
464,0.002,0.848,997,1244
465,0.908,0.24199999999999997,123,1872
466,0.847,0.30300000000000005,411,1279
467,0.8270000000000001,0.323,591,1447
468,0.30200000000000005,0.848,2,1815
469,0.05699999999999997,0.793,182,982
470,0.13600000000000004,0.714,135,1217
471,0.44100000000000006,0.709,134,1604
472,0,0.856,479,601
473,0.45,0.4,85,515
474,0.17800000000000002,0.972,928,1279
475,0.712,0.13800000000000004,223,1534
476,0.417,0.733,481,769
477,0.07399999999999998,0.776,548,648
478,0.856,0,82,394
479,0.611,0.23900000000000002,25,364
480,0,0.977,69,1418
481,0.447,0.4029999999999999,896,1542
482,0.14500000000000005,0.705,186,1107
483,0.591,0.259,605,1171
484,0.479,0.371,268,1913
485,0.355,0.495,669,1347
486,0.04999999999999996,0.8,577,737
487,0.6,0.25,844,1412
488,0.883,0.267,438,1348
489,0.981,0,722,1957
490,0.43200000000000005,0.418,180,528
491,0,0.915,155,1158
492,0.14600000000000005,0.704,784,1535
493,0.128,0.722,521,1188
494,0.751,0.399,763,1453
495,0.72,0.13,853,1560
496,0.221,0.629,638,1447
497,0.797,0.052999999999999964,242,349
498,0.62,0.23,551,1958
499,0.977,0.17300000000000001,178,842
500,0.914,0.23599999999999996,649,1644
501,0.32799999999999996,0.522,12,1045
502,0.281,0.569,882,1943
503,0.554,0.596,328,508
504,0.029,1.0,16,1574
505,0.646,0.204,294,406
506,0.715,0.135,977,1247
507,0.089,0.761,852,1150
508,0.682,0.468,332,918
509,0.611,0.23900000000000002,870,1481
510,0.216,0.934,411,636
511,1.0,0.068,668,1343
512,0.713,0.13700000000000004,197,761
513,0.512,0.638,833,1161
514,0.471,0.679,67,1609
515,0.771,0.379,672,947
516,0.819,0.031,197,1162
517,0.43,0.7200000000000001,22,1225
518,0.317,0.8330000000000001,977,1693
519,0.554,0.29599999999999993,317,1286
520,0.813,0.037,539,1527
521,0.142,0.708,730,1423
522,0,0.998,293,1264
523,0.88,0.27,351,1195
524,0.573,0.5770000000000001,837,1277
525,0.5830000000000001,0.567,626,1851
526,0.289,0.8610000000000001,42,1771
527,0.646,0.504,956,1442
528,0.724,0.126,483,1225
529,0.427,0.723,322,355
530,0.137,1.0,831,1352
531,0.6809999999999999,0.169,613,1736
532,1.0,0.042,375,601
533,0.656,0.194,187,1477
534,0.781,0.06899999999999998,101,1945
535,0.984,0.166,374,613
536,0.675,0.17499999999999996,713,1939
537,0.813,0.037,488,1227
538,0.087,1.0,631,938
539,0.739,0.111,1,1188
540,0.969,0,196,1608
541,0.147,0.703,256,1933
542,0,0.945,358,529
543,0.667,0.18299999999999997,111,186
544,0.14000000000000004,0.71,143,1009
545,0.766,0.08399999999999999,686,838
546,0.175,0.975,373,762
547,0.7400000000000001,0.41,426,1125
548,1.0,0.042,911,1004
549,1.0,0.027,830,1324
550,0.8470000000000001,0.303,248,1250
551,0.936,0.214,848,1975
552,0.389,0.761,126,1274
553,0.373,0.477,676,1762
554,0.644,0.506,811,1971
555,0.07799999999999999,0.772,338,1835
556,0.844,0.30600000000000005,672,1615
557,0.382,0.46799999999999997,515,1821
558,0.597,0.253,933,1809
559,0.227,0.923,623,1931
560,0.7000000000000001,0.45,351,1573
561,0.477,0.673,676,1583
562,0.003,1.0,766,1447
563,0.13100000000000003,0.719,84,302
564,0.004,0.846,592,1610
565,0.8290000000000001,0.321,966,1925
566,0,0.937,614,1156
567,0,0.906,22,1904
568,0.937,0.21299999999999994,913,1174
569,0.789,0.361,24,1961
570,0.597,0.253,460,1537
571,0.104,0.746,726,1565
572,0.356,0.794,639,717
573,0.32399999999999995,0.526,771,1238
574,0.16,0.69,402,1077
575,0.928,0.222,254,1416
576,0.87,0.28,940,1272
577,0.981,0.169,646,1618
578,0.922,0.22799999999999995,628,1929
579,0.649,0.20099999999999998,87,1203
580,0.07199999999999998,0.778,75,1252
581,0.377,0.773,513,1678
582,0.42200000000000004,0.728,824,1072
583,0,0.889,519,604
584,0.693,0.457,250,439
585,0.217,0.633,876,1306
586,0.35,0.8,240,1711
587,0,0.859,136,1026
588,0.19,0.9600000000000001,746,1183
589,0.30000000000000004,0.85,870,1789
590,0.654,0.196,986,1075
591,0.656,0.194,89,335
592,0.995,0.155,638,783
593,0.206,0.644,176,1649
594,0.338,0.8119999999999999,882,1323
595,0.28400000000000003,0.866,454,1711
596,0.766,0.384,290,1030
597,0.842,0.008,903,1133
598,0.898,0.252,329,1922
599,0.30900000000000005,0.841,308,1044
600,0.764,0.386,247,1546
601,0.879,0,408,1734
602,0.693,0.457,965,1121
603,1.0,0.021,626,642
604,0.038,1.0,686,1731
605,0.043,0.8069999999999999,933,1222
606,0.611,0.539,77,1230
607,0.24,0.61,889,1582
608,0.41100000000000003,0.739,756,1796
609,0.30799999999999994,0.542,779,811
610,0.024,0.826,581,728
611,0.371,0.779,13,1813
612,0.61,0.24000000000000002,955,1013
613,0.678,0.17199999999999996,491,512
614,0.5690000000000001,0.581,239,486
615,0.483,0.367,841,1781
616,0.932,0.218,272,1653
617,1.0,0.034,717,846
618,0.128,1.0,49,826
619,0.526,0.32399999999999995,846,1081
620,0,0.862,90,1149
621,0.262,0.588,698,1733
622,0.572,0.5780000000000001,157,1066
623,0.168,0.982,23,1616
624,0.574,0.276,959,1838
625,0.598,0.252,719,885
626,0,0.911,99,1440
627,1.0,0.064,535,1610
628,0.681,0.469,439,1412
629,0.74,0.41000000000000003,870,978
630,0.541,0.30899999999999994,471,1674
631,0.63,0.52,314,1265
632,0.707,0.14300000000000004,476,1448
633,0.31400000000000006,0.836,915,1707
634,0.348,0.502,729,2000
635,0.625,0.525,985,1642
636,0.629,0.221,216,1101
637,0.277,0.873,81,166
638,0.559,0.591,985,1377
639,0.9640000000000001,0.186,995,1097
640,1.0,0.128,942,1131
641,0.289,0.8610000000000001,501,671
642,0.5439999999999999,0.306,57,1624
643,1.0,0.063,575,1212
644,0.13300000000000003,0.717,304,1889
645,0.126,0.724,897,1629
646,0.569,0.281,350,776
647,0.468,0.682,650,1344
648,0.28300000000000003,0.867,261,614
649,0.395,0.755,603,956
650,0.605,0.545,955,1825
651,0.989,0,930,1191
652,0.26,0.89,372,1373
653,0.114,1.0,508,1901
654,0.688,0.4620000000000001,372,935
655,0.975,0.175,139,341
656,0.334,0.5159999999999999,752,1468
657,0.942,0,476,653
658,0.234,0.616,667,884
659,0.232,0.618,591,1118
660,0.724,0.126,382,580
661,0.17,0.6799999999999999,828,1938
662,0.854,0.296,674,1426
663,0.704,0.44600000000000006,380,649
664,0.162,0.988,789,1518
665,0.129,0.721,629,1239
666,0.357,0.793,518,1299
667,0.008000000000000035,0.842,227,1742
668,0.18400000000000002,0.966,235,1432
669,0,0.869,458,706
670,0.63,0.22,462,645
671,0.531,0.31899999999999995,882,1995
672,0.392,0.758,112,1044
673,1.0,0.121,5,1566
674,0.386,0.764,250,736
675,0.28200000000000003,0.568,717,1869
676,0.369,0.781,679,1955
677,0.635,0.215,927,1327
678,0.796,0.053999999999999965,963,1830
679,0.099,0.751,129,1198
680,0.737,0.41300000000000003,101,212
681,0.171,0.6789999999999999,534,1919
682,1.0,0.109,969,1567
683,0.8510000000000001,0.299,700,1588
684,0.647,0.503,787,1540
685,0.164,0.6859999999999999,247,756
686,0.678,0.17199999999999996,73,632
687,0.554,0.29599999999999993,651,1660
688,0.013,0.837,576,1009
689,0.5850000000000001,0.565,185,1553
690,0.551,0.599,739,1532
691,0,0.869,665,1251
692,0.816,0.3340000000000001,473,922
693,0.153,0.697,2,605
694,1.0,0.011,590,1896
695,0.838,0.31200000000000006,749,1125
696,0.665,0.485,525,1472
697,0.273,0.877,912,1137
698,0.677,0.473,161,383
699,0.711,0.439,494,1935
700,0.388,0.46199999999999997,536,1136
701,0.923,0.22699999999999995,704,1480
702,0.009000000000000036,0.841,246,1285
703,0.41600000000000004,0.434,188,1145
704,0.969,0.18100000000000002,970,1659
705,0.14900000000000005,0.701,9,892
706,0.7020000000000001,0.448,253,554
707,0.28,0.87,534,797
708,1.0,0.061,108,767
709,0.43,0.42000000000000004,146,1108
710,0.631,0.219,300,1050
711,0.32000000000000006,0.83,885,1571
712,0.094,1.0,272,1017
713,1.0,0.019,528,1170
714,0.745,0.10500000000000001,86,1410
715,0.32100000000000006,0.829,277,393
716,0.377,0.773,355,1655
717,0.777,0.373,307,560
718,0.483,0.667,668,1228
719,0.651,0.499,633,1476
720,0.24799999999999997,0.902,816,1529
721,0,0.865,279,1498
722,0.43000000000000005,0.42,775,1888
723,0.372,0.478,687,993
724,0.613,0.23700000000000002,841,1553
725,0.277,0.873,338,1332
726,0.756,0.094,957,1468
727,0.15900000000000006,0.691,861,1645
728,0.815,0.035,950,957
729,0.437,0.4129999999999999,874,972
730,0.529,0.321,436,1132
731,0.991,0,848,1595
732,0.156,0.694,375,598
733,0.408,0.44200000000000006,355,1994
734,0.95,0,406,1411
735,0.133,1.0,936,975
736,0.37,0.78,486,976
737,0.321,0.529,563,1460
738,0.238,0.612,160,422
739,1.0,0.051,166,174
740,0.529,0.321,312,1923
741,0.30999999999999994,0.54,412,1153
742,0.44,0.41000000000000003,709,1610
743,0.498,0.352,122,598
744,0.546,0.604,591,1968
745,0.44999999999999996,0.4,799,907
746,0.479,0.371,793,1935
747,1.0,0.043,343,372
748,0.902,0,836,1616
749,0.184,0.666,878,970
750,0.998,0.152,964,1465
751,0.974,0,154,623
752,0.257,0.893,242,1030
753,0.934,0.21599999999999994,415,1725
754,0.66,0.49,464,647
755,0.351,0.499,497,873
756,0.3969999999999999,0.453,596,603
757,0.763,0.387,196,1348
758,0.482,0.368,94,1571
759,0.066,1.0,675,1990
760,0.31499999999999995,0.535,542,690
761,0.412,0.43800000000000006,859,1464
762,0.171,0.979,585,929
763,0.74,0.11,326,839
764,0.367,0.783,641,1169
765,0.838,0.31200000000000006,698,1625
766,0.247,0.603,255,900
767,0.394,0.756,213,1310
768,0.382,0.768,446,1685
769,0.809,0.34099999999999997,419,1410
770,0.213,0.637,21,1864
771,0.066,0.7839999999999999,322,1694
772,0.434,0.41600000000000004,809,911
773,0.156,0.694,312,1263
774,0.109,0.741,45,1125
775,0.13100000000000003,0.719,200,1503
776,0.301,0.549,706,1596
777,0.11,1.0,915,965
778,0.128,0.722,924,1238
779,0.781,0.369,789,1759
780,0.562,0.2879999999999999,734,1799
781,0.313,0.8370000000000001,950,1523
782,0.17799999999999996,0.672,189,1040
783,0.346,0.804,205,336
784,0.76,0.39,203,1627
785,0.929,0.221,592,1322
786,1.0,0.034,37,928
787,0.715,0.43500000000000005,176,922
788,0.19,0.9600000000000001,244,1261
789,0.62,0.53,544,1318
790,0.379,0.471,351,1121
791,0.854,0,241,1585
792,0.7819999999999999,0.068,169,358
793,0.261,0.889,279,1975
794,0.618,0.532,795,944
795,0.704,0.146,840,1509
796,0.033,0.817,727,1385
797,0.752,0.398,690,903
798,1.0,0.149,686,1936
799,0.744,0.406,373,1381
800,0.933,0,650,1094
801,0.548,0.602,621,1000
802,0.394,0.45599999999999996,635,1398
803,0.604,0.546,175,701
804,1.0,0.123,111,227
805,0.631,0.219,301,720
806,0.178,0.672,356,1452
807,0.24099999999999996,0.909,547,1220
808,0.975,0,942,1602
809,0.23199999999999996,0.918,759,1720
810,1.0,0.044,922,1041
811,0.79,0.05999999999999997,134,1434
812,0.709,0.44100000000000006,331,1386
813,0.213,0.937,331,1727
814,0.97,0.18000000000000002,6,1722
815,1.0,0.11,726,985
816,0.552,0.598,903,905
817,0.377,0.773,59,1635
818,0.611,0.239,399,1225
819,0.474,0.676,770,1707
820,0.18200000000000002,0.968,933,1452
821,0,0.997,577,1076
822,0.954,0.19600000000000004,568,1399
823,0.42299999999999993,0.427,691,712
824,0.603,0.547,747,1320
825,0.06,1.0,82,185
826,0.676,0.17399999999999996,94,1249
827,0.371,0.479,84,1591
828,0.031000000000000055,0.819,956,1154
829,0.8,0.35,403,822
830,0.354,0.796,150,1446
831,0.929,0.22099999999999995,168,833
832,0.559,0.291,67,743
833,0.165,0.985,388,564
834,0.322,0.5279999999999999,306,1271
835,1.0,0.068,753,1442
836,0.05699999999999997,0.793,635,1704
837,0.29900000000000004,0.851,322,371
838,0.618,0.532,365,668
839,0.908,0,520,1947
840,0.28300000000000003,0.567,591,1371
841,0.846,0.304,278,1246
842,0.839,0.31100000000000005,146,493
843,0.24500000000000002,0.605,138,611
844,0.01400000000000004,0.836,100,697
845,0.086,0.764,469,1254
846,0.767,0.383,413,1724
847,0.46199999999999997,0.388,878,1306
848,0.13400000000000004,0.716,298,650
849,0.179,0.971,2,1680
850,0.547,0.30299999999999994,860,875
851,0.838,0.012000000000000038,143,929
852,0,0.936,483,1596
