id,x,y,z,ts_in,ts_out
465,0.153,0.615,0.041,588,1242
466,0.685,0.066,0.763,265,1732
467,0.634,0.023,0.298,453,1904
468,0.652,0.096,0.529,325,1309
469,0.495,0.236,0.586,214,221
470,0.253,0.211,0.675,14,171
471,0.406,0.004,0.321,435,1214
472,0.662,0.127,0.221,474,1829
473,0.382,0.962,0.632,551,1948
474,0.094,0.762,0.715,101,1782
475,0.715,0.651,0.802,0,630
476,0.45,0.564,0.989,324,415
477,0.462,0.666,0.052,314,1568
478,0.859,0.521,0.73,764,1093
479,0.149,0.417,0.515,366,1389
480,0.775,0.127,0.63,624,1560
481,0.101,0.372,0.329,632,1061
482,0.134,0.206,0.691,131,172
483,0.691,0.025,0.974,369,1115
484,0.009,0.276,0.894,351,366
485,0.906,0.942,0.284,359,684
486,0.135,0.978,0.48,107,849
487,0.189,0.43,0.383,531,1843
488,0.645,0.796,0.099,672,886
489,0.09,0.598,0.383,349,1901
490,0.926,0.011,0.793,42,423
491,0.459,0.427,0.055,746,1108
492,0.543,0.794,0.426,848,1149
493,0.985,0.05,0.666,319,837
494,0.036,0.233,0.958,572,1814
495,0.621,0.073,0.817,27,1654
496,0.922,0.434,0.774,557,1297
497,0.841,0.4,0.608,692,1315
498,0.799,0.013,0.223,283,461
499,0.488,0.119,0.546,903,1301
500,0.378,0.364,0.149,302,1277
501,0.167,0.579,0.606,517,1796
502,0.856,0.193,0.446,964,1803
503,0.303,0.6,0.177,335,1207
504,0.099,0.634,0.075,733,1604
505,0.11,0.881,0.01,417,1564
506,0.727,0.262,0.842,185,1654
507,0.004,0.984,0.834,757,1798
508,0.243,0.128,0.855,91,1473
509,0.01,0.206,0.301,765,1262
510,0.402,0.989,0.562,0,451
511,0.49,0.256,0.755,909,1269
512,0.314,0.113,0.542,97,946
513,0.445,0.034,0.39,201,275
514,0.965,0.862,0.139,614,1728
515,0.566,0.335,0.008,871,1582
516,0.685,0.452,0.556,517,694
517,0.816,0.225,0.247,331,1822
518,0.127,0.617,0.498,714,789
519,0.224,0.4,0.214,462,625
520,0.52,0.925,0.214,633,1799
521,0.005,0.05,0.443,178,312
522,0.983,0.395,0.179,82,404
523,0.211,0.505,0.123,786,1578
524,0.672,0.006,0.416,429,893
525,0.457,0.946,0.545,226,1717
526,0.891,0.288,0.663,768,1917
527,0.754,0.967,0.552,401,810
528,0.431,0.571,0.617,155,427
529,0.167,0.068,0.037,373,1984
530,0.853,0.423,0.356,607,1948
531,0.789,0.791,0.047,938,1663
532,0.099,0.412,0.123,115,572
533,0.853,0.087,0.246,197,1318
534,0.643,0.503,0.48,728,1608
535,0.855,0.074,0.959,761,1507
536,0.908,0.36,0.702,629,1982
537,0.306,0.671,0.723,796,1747
538,0.125,0.347,0.305,941,2000
539,0.29,0.414,0.081,936,1721
540,0.116,0.662,0.051,722,1413
541,0.621,0.748,0.473,894,1518
542,0.764,0.063,0.251,991,1314
543,0.856,0.64,0.055,782,1637
544,0.324,0.541,0.298,419,614
545,0.379,0.525,0.309,388,1603
546,0.639,0.401,0.945,546,750
547,0.043,0.219,0.357,356,375
548,0.02,0.558,0.027,687,1567
549,0.126,0.796,0.305,381,1221
550,0.158,0.895,0.498,468,1139
551,0.977,0.895,0.317,662,1357
552,0.468,0.041,0.211,189,1340
553,0.957,0.836,0.51,248,1568
554,0.192,0.048,0.654,206,1409
555,0.561,0.493,0.458,135,222
556,0.343,0.127,0.242,49,1343
557,0.523,0.082,0.684,451,1029
558,0.486,0.916,0.244,765,772
559,0.297,0.545,0.28,568,1774
560,0.994,0.601,0.909,984,1966
561,0.471,0.497,0.688,5,57
562,0.469,0.642,0.221,411,597
563,0.683,0.569,0.25,237,1608
564,0.216,0.539,0.246,62,944
565,0.592,0.21,0.585,72,288
566,0.591,0.669,0.941,386,598
567,0.18,0.155,0.6,173,1136
568,0.805,0.983,0.823,945,955
569,0.264,0.133,0.864,808,1588
570,0.598,0.502,0.11,488,1713
571,0.328,0.606,0.641,913,1551
572,0.61,0.918,0.054,24,690
573,0.837,0.747,0.798,404,1297
574,0.948,0.64,0.866,743,1495
575,0.862,0.775,0.567,538,539
576,0.049,0.683,0.373,635,1627
577,0.427,0.374,0.369,695,1429
578,0.985,0.59,0.895,540,591
579,0.969,0.788,0.153,36,1436
580,0.682,0.351,0.593,147,676
581,0.668,0.787,0.063,795,1111
582,0.713,0.205,0.607,777,907
583,0.661,0.969,0.784,623,953
584,0.541,0.687,0.865,671,1982
585,0.164,0.983,0.145,629,1457
586,0.143,0.691,0.256,48,724
587,0.132,0.192,0.377,889,929
588,0.201,0.314,0.537,192,849
589,0.705,0.224,0.194,853,1465
590,0.305,0.414,0.432,17,741
591,0.947,0.662,0.373,147,932
592,0.264,0.271,0.594,586,1627
593,0.218,0.213,0.4,37,122
594,0.092,0.592,0.876,770,1956
595,0.053,0.193,0.916,364,1695
596,0.863,0.581,0.518,16,1404
597,0.812,0.741,0.421,305,1676
598,0.89,0.33,0.356,4,1424
599,0.374,0.107,0.44,802,1447
600,0.451,0.875,0.778,645,1517
601,0.725,0.651,0.265,32,1569
602,0.027,0.169,0.156,555,1707
603,0.555,0.266,0.235,151,652
604,0.224,0.627,0.044,122,1190
605,0.096,0.144,0.274,804,1435
606,0.96,0.887,0.963,827,1503
607,0.454,0.191,0.843,819,1620
608,0.329,0.252,0.192,598,781
609,0.924,0.374,0.704,749,938
610,0.427,0.9,0.713,487,1180
611,0.131,0.921,0.383,599,1383
612,0.364,0.845,0.163,22,1113
613,0.351,0.246,0.611,892,1189
614,0.64,0.564,0.68,230,1248
615,0.074,0.619,0.606,741,1017
616,0.324,0.023,0.173,825,1365
617,0.942,0.664,0.418,109,260
618,0.664,0.03,0.114,458,1240
619,0.09,0.983,0.311,319,555
620,0.642,0.208,0.279,402,761
621,0.842,0.016,0.154,968,1344
622,0.13,0.19,0.784,336,1867
623,0.439,0.227,0.53,127,904
624,0.229,0.584,0.381,882,1064
625,0.466,0.741,0.855,864,1903
626,0.628,0.398,0.057,311,1147
627,0.82,0.451,0.689,306,543
628,0.1,0.872,0.779,36,1614
629,0.939,0.267,0.763,446,1498
630,0.58,0.936,0.954,89,244
631,0.443,0.996,0.419,192,537
632,0.78,0.527,0.664,157,1638
633,0.585,0.128,0.014,152,1422
634,0.442,0.63,0.518,455,789
635,0.964,0.1,0.343,825,1408
636,0.167,0.41,0.435,38,113
637,0.532,0.362,0.936,382,668
638,0.545,0.515,0.077,869,1783
639,0.952,0.031,0.536,966,1765
640,0.691,0.523,0.813,970,1518
641,0.858,0.503,0.89,425,1106
642,0.577,0.331,0.001,542,563
643,0.952,0.588,0.213,728,779
644,0.227,0.131,0.634,803,1284
645,0.445,0.861,0.806,644,1309
646,0.755,0.835,0.527,335,542
647,0.603,0.347,0.622,48,253
648,0.89,0.758,0.138,666,945
649,0.139,0.671,0.101,608,840
650,0.795,0.746,0.492,746,1314
651,0.982,0.898,0.35,955,1786
652,0.937,0.979,0.867,580,920
653,0.382,0.296,0.237,411,493
654,0.078,0.269,0.217,315,1531
655,0.042,0.003,0.024,486,616
656,0.348,0.314,0.673,788,1389
657,0.878,0.012,0.035,316,771
658,0.663,0.856,0.308,561,1380
659,0.99,0.95,0.421,440,803
660,0.006,0.358,0.45,330,485
661,0.626,0.809,0.593,269,760
662,0.806,0.461,0.976,95,174
663,0.674,0.683,0.785,329,1021
664,0.398,0.464,0.384,605,1061
665,0.802,0.431,0.86,503,653
666,0.363,0.752,0.059,55,1315
667,0.285,0.838,0.278,906,1305
668,0.628,0.089,0.832,281,1083
669,0.537,0.262,0.557,155,320
670,0.812,0.822,0.902,724,835
671,0.029,0.457,0.579,773,1070
672,0.952,0.685,0.025,191,1338
673,0.768,0.651,0.252,332,1911
674,0.428,0.481,0.13,609,1482
675,0.768,0.584,0.106,606,1733
676,0.433,0.423,0.741,700,1952
677,0.978,0.868,0.33,210,1033
678,0.334,0.865,0.4,794,1534
679,0.731,0.307,0.744,887,1112
680,0.662,0.169,0.401,561,913
681,0.3,0.269,0.412,477,1562
682,0.205,0.446,0.296,496,788
683,0.979,0.809,0.842,25,594
684,0.657,0.941,0.606,870,906
685,0.325,0.918,0.897,186,1369
686,0.783,0.125,0.474,94,469
687,0.491,0.196,0.276,583,856
688,0.386,0.461,0.198,169,1674
689,0.929,0.844,0.225,290,724
690,0.516,0.581,0.319,165,1636
691,0.511,0.33,0.248,68,804
692,0.99,0.881,0.821,223,998
693,0.369,0.686,0.227,327,1637
694,0.911,0.628,0.619,52,935
695,0.631,0.245,0.397,550,1424
696,0.707,0.16,0.952,311,903
697,0.598,0.742,0.49,592,1070
698,0.518,0.993,0.855,272,314
699,0.98,0.634,0.02,622,1033
700,0.744,0.048,0.107,616,1133
701,0.172,0.665,0.576,405,951
702,0.311,0.791,0.913,324,594
703,0.525,0.388,0.407,419,1543
704,0.565,0.293,0.163,593,1247
705,0.112,0.73,0.557,361,1756
706,0.725,0.087,0.074,876,1040
707,0.099,0.504,0.454,600,651
708,0.37,0.418,0.814,470,1374
709,0.065,0.152,0.844,979,1293
710,0.905,0.811,0.284,965,1396
711,0.634,0.913,0.607,234,493
712,0.961,0.948,0.486,799,1232
713,0.447,0.513,0.063,53,196
714,0.813,0.842,0.27,479,823
715,0.115,0.312,0.591,487,583
716,0.988,0.89,0.24,757,1338
717,0.379,0.38,0.503,680,1917
718,0.528,0.116,0.799,859,1672
719,0.06,0.212,0.604,501,1664
720,0.961,0.64,0.165,906,1029
721,0.761,0.779,0.918,654,750
722,0.431,0.857,0.669,311,1305
723,0.695,0.665,0.489,779,825
724,0.313,0.93,0.886,813,1561
725,0.942,0.479,0.467,159,928
726,0.187,0.413,0.725,494,923
727,0.609,0.184,0.566,354,1025
728,0.003,0.005,0.559,135,941
729,0.779,0.927,0.197,211,1230
730,0.099,0.644,0.306,330,332
731,0.744,0.128,0.348,57,1816
732,0.939,0.778,0.299,47,106
733,0.205,0.627,0.415,639,1939
734,0.13,0.058,0.742,211,1961
735,0.877,0.299,0.879,26,886
736,0.07,0.821,0.426,85,1435
737,0.688,0.445,0.27,320,805
738,0.118,0.861,0.451,549,1255
739,0.938,0.341,0.629,706,891
740,0.583,0.292,0.299,654,1546
741,0.05,0.161,0.344,820,1382
742,0.303,0.637,0.816,918,1395
743,0.753,0.24,0.324,887,1153
744,0.655,0.55,0.351,840,1766
745,0.524,0.441,0.906,992,1284
746,0.487,0.293,0.125,728,972
747,0.849,0.051,0.764,257,1322
