id,x,y,z,ts_in,ts_out
322,0.67,0.18,0.18,939,1700
323,0.653,0.197,0.197,491,1856
324,0.325,0.825,0.825,519,1149
325,0.477,0.477,0.673,250,752
326,0.525,0.625,0.525,708,1363
327,0.744,0.406,0.406,588,882
328,0.688,0.462,0.388,482,1192
329,0.292,0.558,0.292,941,1363
330,0.297,0.297,0.553,650,750
331,0.539,0.539,0.611,786,1483
332,0.395,0.455,0.695,713,1956
333,0.423,0.727,0.123,300,1207
334,0.686,0.464,0.464,77,1220
335,0.279,0.871,0.871,319,1382
336,1.0,1.0,0.127,349,1060
337,0.683,0.167,0.983,911,978
338,0.265,0.265,0.585,867,1386
339,0.638,0.212,0.212,576,1398
340,0.692,0.458,0.392,605,1647
341,0,0.898,0,279,1288
342,0.511,0.639,0.211,584,1845
343,0.849,0.301,0.301,985,1278
344,0.377,0.773,0.473,672,1241
345,0.732,0.118,1.0,929,1320
346,0.16,0.69,0.69,506,1359
347,0.158,0.692,0.692,462,534
348,0.241,0.241,0.609,924,1282
349,1.0,0.064,1.0,649,1594
350,0.968,0.182,0.668,422,1827
351,0.424,0.726,0.424,485,2000
352,0.404,0.746,0.404,75,416
353,1.0,1.0,0.062,348,1713
354,0.813,0.337,0.813,221,1935
355,0.937,0.213,0.637,827,1025
356,1.0,0.781,0.069,319,606
357,0.022,0.022,0.828,188,1610
358,0.385,0.765,0.085,731,1003
359,0.88,0.27,0,39,762
360,0.083,0.767,1,354,1226
361,0.34,0.51,0.64,637,1705
362,0.696,0.696,0.454,402,1370
363,0.683,0.383,0.467,645,1015
364,0.192,0.192,0.958,139,1174
365,0.813,0.337,0.513,743,1368
366,0.602,0.248,0.602,320,1257
367,0.519,0.331,0.331,745,1899
368,0.046,1.0,0.804,392,951
369,0.728,0.422,0.422,268,1422
370,0.781,0.369,0.781,346,1109
371,0.565,0.285,0.565,973,1030
372,0.968,0.182,0,310,1456
373,0.13,0.43,0.72,164,1372
374,0.511,0.339,0.639,138,314
375,0,0,0.995,332,1000
376,0.566,0.566,0.284,93,1558
377,0.218,0,0.932,860,942
378,0.738,0.412,0.412,303,329
379,0.344,0.506,0.344,938,1678
380,0.864,0.286,0.864,222,1600
381,0.143,0.707,1,318,1219
382,0.275,0.575,0.575,969,1891
383,0.832,0.318,0.318,885,1794
384,0.405,0.745,0.745,995,1193
385,0.489,0.789,0.361,603,1478
386,0.312,0.838,0.538,570,879
387,0.961,0.661,0.189,75,209
388,0.586,0.564,0.264,567,1707
389,0.785,0.065,0.065,707,842
390,0.057,0.057,0.793,737,1243
391,0.421,0.429,0.729,609,689
392,0.982,0.168,0.682,563,1315
393,0.191,0.959,0.659,52,1367
394,0.232,0,0.918,917,1338
395,0.199,0.951,0.199,716,1667
396,0.742,0.108,0.108,243,589
397,0.191,0.959,0.959,432,1731
398,0.657,0.193,0.193,806,1395
399,0.886,0,0.264,23,1838
400,0.712,0.438,0.412,218,726
401,0.65,0.2,0.5,617,1653
402,0.643,0.207,0.507,898,995
403,0.778,0.778,0.372,908,1273
404,0.379,0.471,0.679,404,627
405,0.038,0.038,0.812,197,1859
406,0.098,0.752,1,959,1552
407,0.536,0.314,0.836,521,1137
408,0.474,0.676,0.676,739,1581
409,0.177,0.477,0.673,999,1789
410,0.166,0.166,0.684,409,920
411,0.353,0.653,0.497,522,920
412,0.802,0.802,0.048,61,1074
413,0.437,0.413,0.737,958,1827
414,0.727,0.423,0.427,993,1174
415,0.147,0.703,1,460,1396
416,0.635,0.935,0.215,948,1791
417,0.136,0.714,0.714,84,404
418,0.073,0.777,0.777,837,979
419,0.224,0.626,0.626,560,568
420,1.0,0.783,0.067,82,622
421,0.533,0.317,0.317,344,424
422,0.472,0.472,0.378,770,1313
423,0.522,0.822,0.328,223,1410
424,0.218,0.632,0.518,29,386
425,0.591,0.591,0.559,774,1943
426,1.0,1.0,0.096,28,1194
427,0.001,1.0,0.849,560,1264
428,0.448,0.702,0.448,525,1589
429,0.553,0.297,0.853,519,1866
430,0.224,0.926,0,617,1657
431,0.336,0.336,0.514,730,895
432,0.172,0.172,0.678,699,732
433,0.309,0.841,0.841,1,1332
434,0.138,0.712,0.138,135,1856
435,0.681,0.169,0.469,893,1515
436,1.0,0.034,0.816,246,1816
437,1.0,0.842,0.008,141,175
438,0.466,0.766,0.384,212,1044
439,0.955,0,0,321,1451
440,0.469,0.381,0.681,950,1221
441,0.272,0.272,0.878,137,1405
442,0.754,0.754,0.096,839,1856
443,0.224,0.626,0.626,134,1183
444,0.391,0.759,0.759,579,1687
445,0.039,1.0,1,434,891
446,0.108,0.742,1,814,1157
447,0.265,0.265,0.885,243,403
448,0.332,0.518,0.632,161,421
449,0.144,0.706,1,645,1079
450,0.171,0.171,0.679,173,546
451,0.041,0.809,1,581,1517
452,0.221,0.929,0.221,713,719
453,0.663,0.487,0.663,526,1511
454,0.178,0.478,0.672,735,1907
455,0.22,0.93,0.93,640,660
456,0.371,0.479,0.779,762,1763
457,0,0,0.941,661,1849
458,0.932,0,0,824,1145
459,0.618,0.232,0.618,563,1089
460,0.997,0.153,0,728,1728
461,0.704,0.446,0.146,591,1395
462,0.58,0.58,0.57,497,1102
463,0.705,0.145,1.0,278,981
464,0,0,0.927,830,995
465,0.225,0,0.925,15,1173
466,0.522,0.522,0.328,779,1989
467,0.809,0.041,0.809,133,1540
468,0.611,0.539,0.239,178,889
469,0.167,0.983,0.683,480,1085
470,0.636,0.336,0.514,525,1526
471,0.687,0.163,0.163,278,1060
472,0.786,0.486,0.364,173,1209
473,0.39,0.46,0.69,493,1815
474,0.147,0.447,0.703,847,1083
475,0.282,0.568,0.282,112,363
476,0.597,0.553,0.297,98,755
477,0.414,0.414,0.736,10,1839
478,0,0,0.877,841,1086
479,0.196,0.654,0.496,490,703
480,0.679,0.471,0.379,874,1978
481,0.446,0.404,0.704,767,1934
482,0.576,0.274,0.574,669,708
483,0.164,0.986,0.986,190,906
484,0.632,0.518,0.332,526,908
485,0.084,0.084,0.766,792,888
486,0.135,1.0,1,397,1584
487,0.128,1.0,1,936,1910
488,0.924,0.226,0.226,494,1135
489,0.151,0.699,0.999,426,1572
490,0.259,0.891,0.591,961,988
491,0,0.941,0.209,36,1114
492,0.863,0,0.287,498,1070
493,0.715,0.715,0.135,584,1090
494,0,0.943,0.207,963,999
495,0.64,0.64,0.51,868,1263
496,0.763,0.763,0.087,361,1693
497,0.563,0.563,0.287,293,844
498,0.327,0.327,0.523,11,1176
499,0.717,0.133,0.133,97,1359
500,1.0,0.05,0.8,877,1904
501,0.289,0.561,0.589,516,1880
502,0.231,0.619,0.231,953,1408
503,0.449,0.401,0.701,631,819
504,0.563,0.863,0.287,730,1160
505,0.693,0.393,0.457,666,1018
506,0.948,0.202,0.202,166,457
507,0.747,0.747,0.403,57,1169
508,0.556,0.294,0.594,54,1171
509,0.523,0.627,0.327,915,1331
510,0.653,0.497,0.653,720,912
511,0.701,0.149,0.449,925,927
512,0.247,0.603,0.603,408,1254
513,0.834,0.534,0.316,516,1829
514,0.045,0.805,1,156,417
515,0.443,0.407,0.407,479,1894
516,0.409,0.741,0.441,102,1669
517,1.0,0.825,0.025,583,711
518,0.504,0.804,0.346,554,1603
519,0.035,0.035,0.815,963,1925
520,0,0.291,0.859,495,1890
521,0.406,0.444,0.406,136,1465
522,0.868,0,0.282,420,1514
523,0.805,0.045,0.345,866,1591
524,0.006,0.006,0.844,297,1475
525,0.374,0.776,0.776,79,1617
526,0.121,1.0,1,960,1275
527,0.368,0.368,0.782,262,1905
528,0.129,1.0,1,397,1051
529,0.176,0.476,0.674,45,842
530,0.881,0,0,279,304
531,0.238,0.238,0.612,745,806
532,0.829,0.021,0.021,130,330
533,0.492,0.358,0.358,53,1774
534,0.148,0.702,0.702,49,1470
535,0.744,0.406,0.106,458,1481
536,0.215,0.635,0.215,589,1146
537,0.973,0.177,0.973,825,1664
538,0.512,0.338,0.638,960,1671
539,0.016,0.834,0.316,132,471
540,0.35,0.8,0.5,467,1097
541,0.621,0.621,0.529,123,1253
542,0,0,0.912,122,750
543,0.963,0.187,0.663,385,1792
544,0.006,1.0,0.844,693,892
545,0.821,0.029,1.0,319,683
546,0.399,0.451,0.399,734,1404
547,0.521,0.329,0.521,705,1741
548,0.173,0.173,0.677,867,1341
549,0.644,0.506,0.644,426,1938
550,0.994,0.156,0.156,800,1307
551,0.891,0,0,712,1658
552,0.26,0,0.89,92,1128
553,0.871,0.279,0.871,796,814
554,0.919,0.919,0.231,773,1182
555,0,0,0.996,274,736
556,0.122,0.728,0.728,124,1058
557,0.603,0.303,0.547,728,915
558,0.778,0.372,0.478,925,1636
559,0.498,0.798,0.352,488,1824
560,0.192,0.492,0.658,994,1393
561,0.899,0.251,0.899,853,1537
562,0.853,0.853,0.297,376,721
563,0.702,0.448,0.702,717,1093
564,0.572,0.578,0.272,881,1914
565,0.84,0.31,0.01,725,854
566,0.169,0.981,0,835,1474
567,0.272,0.578,0.572,668,1025
568,0.155,0.995,0.155,666,1497
569,0.623,0.923,0.227,638,1830
570,0.258,0.592,0.892,589,1569
571,0.578,0.572,0.278,933,968
572,0,0.169,0.981,455,847
573,1.0,0.025,1.0,287,644
574,0.133,0.433,0.717,419,1494
575,0.58,0.57,0.27,292,628
576,0.851,0.299,0.299,539,1772
577,0.492,0.792,0.358,288,495
578,0.073,0.777,0.073,837,1906
579,0.196,0.196,0.654,701,1979
580,1.0,0.804,0.046,697,1079
581,0.432,0.418,0.718,636,1807
582,0.564,0.586,0.264,286,1554
583,0.691,0.459,0.691,185,1323
584,0.092,0.758,1,856,1365
585,0.866,0.284,0,288,1110
586,0.217,0.633,0.517,624,661
587,0.709,0.141,1.0,555,1266
588,0.421,0.429,0.429,200,839
589,0,0,0.927,107,1004
590,0.294,0.594,0.556,633,721
591,0.47,0.68,0.38,47,1840
592,0.789,0.789,0.361,740,1556
593,0.25,0.6,0.6,346,2000
594,0.301,0.301,0.849,637,1261
595,0.554,0.554,0.296,362,1242
596,0.433,0.717,0.133,942,1884
597,0.432,0.718,0.718,879,939
598,0.567,0.583,0.283,188,1330
599,0.297,0.553,0.297,299,1423
600,0.384,0.766,0.384,145,1640
601,0.074,0.374,0.776,598,1499
602,0.334,0.034,0.816,355,1837
603,0.52,0.63,0.22,348,1236
604,0.426,0.126,0.724,277,952
605,0.905,0,0.245,558,833
606,0.188,0.962,0.962,101,992
607,0.879,0.271,0,640,1718
608,0.584,0.266,0.566,534,1605
609,0.617,0.917,0.233,326,1246
610,0.272,0.878,0,149,1927
611,0.317,0.833,0.017,151,1835
612,0.46,0.39,0.46,665,1239
613,0.998,0.152,0.698,269,1098
614,0.096,0.396,0.754,238,1669
615,0.874,0.276,0.874,28,1756
616,0,0.921,0.229,16,1056
617,0.427,0.423,0.727,330,537
618,0.244,0.244,0.606,522,864
619,0.214,0.636,0.636,184,1700
620,1.0,1.0,0.067,722,1785
621,0.902,0,0,231,625
622,0.055,1.0,0.795,64,599
623,0.24,0.24,0.61,521,1115
624,0.146,1.0,1,161,955
625,0.67,0.48,0.67,365,1258
626,0.471,0.471,0.379,367,1351
627,0.486,0.664,0.186,461,1713
628,0.393,0.457,0.693,743,1889
629,0.143,0.143,0.707,366,1548
630,0.844,0.844,0.306,679,711
631,0.782,0.068,0.068,908,1760
632,0.245,0.245,0.605,462,1366
633,0.283,0.283,0.867,193,1233
634,0.545,0.305,0.845,501,818
635,0.92,0.23,0.23,173,1030
636,0.308,0.308,0.842,682,1822
637,0.25,0.6,0.55,137,1378
638,0.237,0.613,0.613,70,405
639,0.403,0.447,0.403,654,1060
640,0.923,0.623,0.227,480,1173
641,0.608,0.608,0.242,597,1130
642,0.627,0.523,0.327,284,1707
643,0.451,0.451,0.699,842,1043
644,0.348,0.802,0.802,0,1454
645,0.492,0.658,0.658,959,968
646,0.511,0.639,0.339,206,1444
647,0.982,0.168,0.982,595,652
648,0.631,0.931,0.219,145,1474
649,0.817,0.517,0.333,118,694
650,0.736,0.114,1.0,331,978
651,0.41,0.71,0.44,998,1736
652,0.322,0.528,0.828,112,528
653,0.913,0.237,0,775,1986
654,0.274,0.876,0.274,722,1341
655,0.289,0.561,0.561,904,1675
656,0.277,0.873,0.873,967,1502
657,0.657,0.493,0.493,34,655
658,0.477,0.673,0.177,301,785
659,0.271,0.579,0.571,789,1844
660,0.208,0.942,0.942,520,1563
661,0.589,0.561,0.289,382,426
662,0.012,1.0,0.838,706,1354
663,0.29,0.56,0.59,617,1320
664,0.509,0.641,0.509,610,747
665,0.496,0.654,0.496,267,1942
666,0.45,0.45,0.4,711,1563
667,0.785,0.365,0.365,317,781
668,0.045,0.805,0.045,838,958
669,0.511,0.339,0.511,690,1895
670,0.64,0.64,0.51,673,773
671,0.087,0.763,1,707,1343
672,0,0.251,0.899,531,1844
673,0.899,0.251,0.251,281,1662
674,0.218,0.218,0.632,269,1333
675,0.984,0,0,325,1877
676,0.354,0.354,0.496,760,1184
677,0.715,0.135,0.435,123,1509
678,0.637,0.637,0.213,534,1167
679,0.886,0,0.264,114,603
680,0.499,0.651,0.199,188,1849
681,0.548,0.602,0.248,301,400
682,0.963,0,0,398,986
683,0.018,0.318,0.832,583,1345
684,0.092,0.758,1,395,1679
685,0.72,0.43,0.13,568,1300
686,1.0,0.755,0.095,162,1120
687,0.834,0.834,0.316,257,411
688,0.143,0.707,0.707,646,880
689,0.668,0.182,0.482,614,1974
690,0.326,0.326,0.524,364,1214
691,0.41,0.74,0.74,156,797
692,0.051,0.799,1,401,785
693,0.906,0.244,0.606,637,1947
694,0.384,0.384,0.766,365,1979
695,0.501,0.349,0.501,862,1019
696,0.275,0.875,0,31,574
697,0.682,0.168,0.982,811,1319
698,0.252,0.898,0.252,932,1538
699,0.938,0,0,429,475
700,1.0,1.0,0.055,677,1988
701,0.923,0.623,0.227,512,1432
702,0.566,0.284,0.566,23,988
703,1.0,0.83,0.02,524,779
704,0.874,0,0.276,664,1994
705,0.651,0.651,0.199,109,1062
706,0.192,0.958,0.958,839,1195
707,0.932,0,0,232,1002
708,0.408,0.442,0.708,796,1720
709,0.577,0.577,0.273,427,517
710,0.171,0.679,0.979,986,1323
711,0.306,0.544,0.544,912,1560
712,0.27,0.88,0.27,229,1929
713,0.646,0.504,0.646,103,706
714,0.463,0.763,0.387,11,1674
715,0.706,0.144,0.144,972,980
716,0.665,0.665,0.185,730,1495
717,0.821,0.329,0.821,910,914
718,0.484,0.666,0.366,480,1901
719,0.556,0.294,0.594,925,1387
720,0.793,0.057,0.057,995,1049
721,0.298,0.552,0.598,271,1623
722,0.742,0.742,0.408,120,1993
723,0.847,0.303,0.547,138,471
724,0.201,0,0.949,675,1281
725,0.522,0.328,0.328,295,1018
726,0.57,0.28,0.87,402,1848
727,0,0.946,0.204,362,1138
728,0.453,0.397,0.453,106,1482
729,0.492,0.658,0.358,805,838
730,0.99,0.99,0.16,930,1994
731,0.441,0.709,0.141,6,1417
732,0.947,0.203,0.203,43,836
733,1.0,0.003,1.0,581,1553
734,1.0,0.8,0.05,631,1042
735,0.578,0.578,0.272,320,1010
736,0.64,0.94,0.21,206,1088
737,0,0,0.97,318,873
738,0.211,0.639,0.939,238,1476
739,0.278,0.872,0.572,79,1338
740,0.933,0,0,55,1659
741,0.905,0.245,0.245,625,844
742,0,0.926,0.224,462,590
743,0.978,0.172,0.678,624,1074
744,0.46,0.46,0.69,333,1676
745,0.776,0.074,0.374,948,1126
746,0.533,0.617,0.317,443,997
747,0.802,0.048,1.0,653,958
748,0.696,0.396,0.454,220,453
749,0.21,0.64,0.51,706,1369
750,0.905,0.905,0.245,172,1376
751,0.411,0.411,0.739,105,1566
752,0.222,0.222,0.628,765,1682
753,0.672,0.478,0.372,117,1516
754,0.84,0.84,0.31,907,1281
755,1.0,0.031,0.819,849,1486
756,0.619,0.919,0.231,986,1032
757,0.485,0.365,0.665,692,1113
758,0.744,0.406,0.444,875,1922
759,0.341,0.809,0.041,405,801
760,0.912,0.912,0.238,386,713
761,0.41,0.44,0.44,925,1199
