id,x,y,z,ts_in,ts_out
383,0.51,0.64,0.64,616,1903
384,0.639,0.511,0.211,954,1924
385,0.355,0.795,0.495,254,1040
386,0,0.884,0.266,846,1358
387,0.147,0.703,0.703,51,1070
388,1.0,0.116,1.0,130,773
389,0.427,0.423,0.427,241,1235
390,0.481,0.669,0.669,427,1402
391,0.156,0.694,0.456,890,1587
392,0.654,0.196,0.496,296,682
393,0.782,0.368,0.368,927,1721
394,0.522,0.328,0.328,575,653
395,0.044,0.044,0.806,602,1876
396,0.631,0.219,0.519,189,582
397,0.409,0.709,0.441,326,780
398,1.0,0.774,0.076,119,1692
399,1.0,0.817,0.033,112,976
400,0.646,0.204,0.646,55,833
401,0,0.989,0,903,1152
402,0.394,0.094,0.756,188,594
403,0.791,0.059,0.059,32,1942
404,0.462,0.388,0.688,898,1572
405,0.579,0.579,0.271,779,1135
406,0.101,0.749,1,921,1168
407,0,0.925,0,263,1829
408,0.01,0.84,0.84,369,1258
409,0,0.923,0.227,685,1695
410,0.782,0.068,0.368,469,1052
411,0.097,0.097,0.753,474,1010
412,0.617,0.533,0.317,239,264
413,0.952,0.198,0.952,709,1046
414,0.462,0.388,0.388,496,1899
415,0.793,1.0,0.057,516,1944
416,0.886,0,0.264,544,915
417,0.159,0.691,0.159,941,1841
418,0.416,0.734,0.116,588,779
419,0.595,0.555,0.295,337,1901
420,0.166,0.684,0.466,489,1379
421,0.862,0.288,0,695,1589
422,0.439,0.439,0.411,295,1558
423,0.874,0.276,0.574,492,745
424,0.963,0.963,0.187,593,1655
425,0.673,0.373,0.477,942,1704
426,0.061,0.789,0.789,972,1409
427,0.819,0.331,0.819,721,1766
428,0.711,0.439,0.439,198,1971
429,0.636,0.214,0.936,34,1087
430,0.372,0.478,0.778,434,1739
431,0.711,0.439,0.439,669,1167
432,0.685,0.465,0.385,466,1896
433,0.197,0.197,0.953,803,1417
434,0.172,0.472,0.678,364,1466
435,0.424,0.426,0.424,88,1038
436,0,0.17,0.98,303,1713
437,0.721,0.721,0.429,432,1556
438,0.48,0.37,0.78,883,1157
439,0.235,0.235,0.615,418,1431
440,0.701,0.449,0.149,161,1685
441,0.331,0.519,0.631,46,1847
442,0.988,0.162,0.988,223,990
443,0.547,0.603,0.547,542,1460
444,0.3,0.85,0.3,312,1389
445,0.978,0.172,0.172,156,494
446,0.238,0.912,0.612,316,1811
447,1.0,0.742,0.108,267,1305
448,1.0,1.0,0.099,199,263
449,0.863,0.287,0.287,261,876
450,0.737,0.737,0.413,846,900
451,0.154,0.696,0.696,257,636
452,0.748,0.402,0.448,764,882
453,0.508,0.508,0.342,853,1925
454,0.48,0.37,0.48,960,1826
455,0.656,0.356,0.494,796,1266
456,0.501,0.501,0.649,80,373
457,0.328,0.028,0.822,621,699
458,0.886,0.886,0.264,705,1920
459,0.639,0.511,0.639,27,412
460,0.391,0.091,0.759,887,1195
461,0.734,0.116,0.734,458,912
462,0.567,0.567,0.583,484,841
463,0.331,0.519,0.631,371,1800
464,0.797,1.0,0.053,606,1178
465,0.88,0.27,0.88,815,1344
466,0.045,0.045,0.805,8,134
467,0.285,0.285,0.565,966,1798
468,0.772,0.772,0.378,732,1620
469,0.395,0.455,0.755,540,1067
470,0.753,0.397,0.097,171,1877
471,0.452,0.452,0.398,713,1193
472,0.902,0.248,0.248,573,1511
473,0.894,0,0,596,1310
474,0.331,0.819,0.819,327,1148
475,1.0,1.0,0.109,850,1247
476,0.385,0.465,0.685,595,1445
477,1.0,1.0,0.072,902,921
478,0.194,0.956,0.194,511,778
479,0.56,0.59,0.56,834,1451
480,0.286,0.564,0.864,714,1857
481,0.582,0.568,0.568,626,2000
482,0,0.998,0,940,1765
483,0.437,0.413,0.437,967,1875
484,1.0,0.01,0.84,39,571
485,0.639,0.339,0.511,798,1143
486,0.433,0.433,0.717,916,1305
487,1.0,0.009,1.0,410,1387
488,0.548,0.548,0.302,471,1813
489,0.227,0.623,0.527,783,998
490,0.889,0.261,0.889,824,1488
491,0.679,0.471,0.679,534,1486
492,0.296,0.296,0.554,813,1453
493,0.82,0.33,0.33,727,1859
494,0.15,0.15,1.0,19,460
495,0.504,0.346,0.646,323,664
496,0.601,0.249,0.549,138,1548
497,0.262,0.888,0.888,780,1132
498,0.502,0.348,0.348,554,1620
499,0.128,1.0,0.722,283,931
500,0.546,0.304,0.546,808,1515
501,0.165,0.685,0.465,143,482
502,0.051,0.351,0.799,818,1541
503,0.853,0.853,0.297,111,1847
504,0.558,0.592,0.558,703,1376
505,0.32,0.53,0.53,613,1599
506,0.005,0.845,0.305,818,1404
507,0.162,0.162,0.688,741,1564
508,0.281,0.869,0,603,1909
509,0.435,0.415,0.735,714,890
510,0.54,0.31,0.61,50,667
511,0.693,0.993,0.157,845,1542
512,0.454,0.154,0.696,459,1777
513,0.906,0.906,0.244,75,1723
514,0.355,0.355,0.495,613,1606
515,1.0,1.0,0.078,672,772
516,1.0,0.077,1.0,802,1225
517,0.408,0.742,0.408,80,1694
518,0.075,0.775,0.075,342,891
519,0.509,0.509,0.341,150,1292
520,0.021,1.0,0.829,522,985
521,0.353,0.497,0.497,666,1391
522,0.937,0.213,0.213,351,507
523,0.51,0.64,0.21,744,962
524,1.0,1.0,0.036,155,748
525,1.0,1.0,0.07,247,1937
526,0.773,0.773,0.377,462,889
527,0.423,0.423,0.727,3,1433
528,0.231,0.231,0.919,231,1361
529,1.0,0.823,0.027,620,1961
530,0.433,0.433,0.717,331,1186
531,0.841,0.309,0.309,851,1384
532,0.375,0.475,0.475,228,1633
533,0,0.88,0.27,527,782
534,0.655,0.955,0.195,22,1543
535,0.973,0,0,980,1078
536,0.905,0.245,0,647,740
537,0.235,0.615,0.235,377,815
538,0.76,0.46,0.39,872,1320
539,0.566,0.866,0.284,219,468
540,0.874,0.276,0.874,361,572
541,0.768,0.382,0.768,512,1207
542,0.316,0.834,0.316,408,713
543,0.467,0.383,0.383,208,401
544,0.328,0.522,0.628,705,1710
545,0.687,0.687,0.463,848,1645
546,0.399,0.451,0.451,889,975
547,0.055,0.795,1,218,262
548,0.732,0.118,1.0,873,1837
549,0.087,0.763,1,710,1159
550,0,0.88,0,214,1391
551,0.385,0.465,0.765,797,1337
552,0.533,0.617,0.317,871,1905
553,0.775,0.375,0.775,952,1495
554,0,0.215,0.935,401,510
555,0.035,0.815,0.335,285,966
556,0.185,0.665,0.965,471,493
557,0.676,0.174,0.174,203,1861
558,0.711,0.139,0.439,942,1691
559,0.528,0.828,0.322,836,1749
560,0.123,0.727,0.123,835,1352
561,0.164,0,0.986,548,1253
562,1.0,0.109,0.741,786,1747
563,0.868,0,0,677,1482
564,0.752,0.752,0.398,718,1881
565,0.533,0.317,0.833,541,697
566,0.097,0.097,0.753,442,939
567,1.0,0.808,0.042,345,502
568,0.685,0.165,0.685,336,1259
569,0.747,0.103,0.747,365,1926
570,0.166,0.984,0,136,650
571,0.131,1.0,1,848,1414
572,0.044,1.0,0.806,372,514
573,0.364,0.786,0.064,889,1456
574,0.208,0.642,0.642,914,1286
575,0.944,0.644,0.206,239,575
576,0.057,0.793,0.793,988,1365
577,0.526,0.324,0.624,23,1552
578,0.095,1.0,1,753,1166
579,0.119,1.0,0.731,671,939
580,0.773,0.773,0.077,452,1599
581,0.886,0.264,0.886,782,1780
582,0.388,0.688,0.462,265,1555
583,0.389,0.761,0.761,112,1222
584,0.649,0.501,0.501,160,1972
585,0.155,0.695,0.695,110,1060
586,0.556,0.294,0.556,989,1611
587,0.831,0.531,0.319,976,1244
588,0.473,0.473,0.677,65,131
589,0.048,0.048,0.802,504,911
590,0.622,0.228,0.228,2,1412
591,0.06,1.0,0.79,26,601
592,0.195,0.195,0.655,439,1952
593,0.446,0.704,0.446,658,1911
594,0.187,0.187,0.663,864,1625
595,0.574,0.276,0.576,590,1510
596,0.998,0.152,0.998,586,1295
597,0.286,0.864,0.564,471,1322
598,0.999,0.151,0,646,1300
599,0.339,0.339,0.811,114,1539
600,0.334,0.516,0.334,110,746
601,0.006,0.844,0.306,570,1583
602,0.82,0.52,0.33,955,1619
603,0.032,0.818,0.032,571,1285
604,0.609,0.609,0.541,752,1925
605,0.937,0.213,0.637,43,286
606,0.717,0.417,0.433,825,1902
607,0.866,0.866,0.284,704,1661
608,0.449,0.701,0.701,931,971
609,0.313,0.313,0.837,531,1490
610,0.792,0.058,0.792,252,777
611,0.457,0.157,0.693,910,1428
612,0.666,0.484,0.366,761,1626
613,0.005,0.845,0.305,380,514
614,0.032,0.818,0.332,636,1120
615,0.963,0.187,0.187,313,434
616,0.049,0.049,0.801,805,1161
617,0.188,0.962,0.188,169,1608
618,0.037,0.813,0.037,321,1470
619,0,0.914,0.236,68,1615
620,0.551,0.851,0.299,867,1632
621,0.262,0.588,0.888,16,1860
622,0.407,0.743,0.407,484,919
623,0.449,0.149,0.701,908,1134
624,0.587,0.563,0.263,192,1274
625,1.0,0.798,0.052,98,1726
626,0.596,0.596,0.554,512,1227
627,0.685,0.465,0.165,664,697
628,0.024,0.826,0.024,536,1540
629,1.0,1.0,0.055,7,1615
630,0.663,0.487,0.487,735,995
631,0.829,0.529,0.321,816,1122
632,0.674,0.476,0.476,431,513
633,0.378,0.772,0.378,185,463
634,0.279,0.571,0.571,44,1603
635,0.801,0.049,0.801,891,1525
636,0.831,0.531,0.319,478,1814
637,0.859,0.291,0.559,167,1729
638,1.0,1.0,0.145,363,1764
639,0.84,0.31,0.84,474,1568
640,0.206,0.944,0.206,411,925
641,0.755,1.0,0.095,879,1775
642,0,0.873,0,773,1573
643,0.347,0.347,0.503,673,1299
644,0.801,0.049,0.349,825,1998
645,0.378,0.772,0.772,720,1453
646,0.565,0.285,0.865,240,1457
647,0.467,0.683,0.683,51,1396
648,0.164,0.164,0.686,237,1767
649,0.977,0.977,0.173,81,1933
650,0.354,0.796,0.496,577,1838
651,0.758,0.092,0.092,537,1344
652,0.254,0.596,0.254,662,1899
653,0.208,0.942,0.208,525,1446
654,0.355,0.355,0.795,549,1930
655,0.358,0.792,0.358,415,1969
656,0.596,0.254,0.254,784,880
657,0.448,0.702,0.402,501,1299
658,0,0.94,0,790,885
659,0.227,0.527,0.623,113,1817
660,0.676,0.474,0.174,382,1643
661,0,0.225,0.925,303,1196
662,0.475,0.475,0.375,283,603
663,0.584,0.266,0.884,700,838
664,0.32,0.83,0.32,700,1360
665,0.836,0.836,0.014,863,1722
666,0.494,0.656,0.194,109,340
667,0.638,0.338,0.512,352,1451
668,0.58,0.57,0.57,423,1986
669,0.073,0.777,0.073,582,699
670,0.201,0.649,0.501,810,1828
671,0.371,0.779,0.779,293,739
672,0.164,0.686,0.164,511,960
673,0.753,1.0,0.097,66,802
674,0.218,0.518,0.632,487,1300
675,0.331,0.031,0.819,306,668
676,0.533,0.533,0.317,140,914
677,0.619,0.919,0.231,636,1679
678,0.406,0.444,0.444,183,847
679,0.683,0.467,0.467,187,1492
680,0.738,0.112,0.112,123,1741
681,0.804,0.346,0.804,766,1003
682,0.51,0.51,0.64,799,864
683,0.018,0.318,0.832,155,160
684,0.631,0.219,0.631,582,1432
685,1.0,0.063,0.787,482,1822
686,0.244,0.606,0.244,597,1029
687,0.617,0.917,0.233,53,1706
688,0.965,0.665,0.185,477,1100
689,0.845,0.845,0.005,376,1975
690,0.708,0.142,1.0,66,1642
691,0.698,0.698,0.152,556,1793
692,0.883,0,0,275,1577
693,0.34,0.34,0.81,104,498
694,0.438,0.412,0.712,214,1091
695,0.82,1.0,0.03,596,1045
696,0.68,0.17,0.98,495,1301
697,0.821,0.029,0.029,496,1659
698,0.784,0.784,0.366,375,664
699,0.725,0.725,0.425,239,497
700,0.718,0.718,0.432,180,1835
701,0.707,0.443,0.143,753,791
702,0.312,0.838,0.538,315,606
703,0.064,0.786,0.786,600,1606
704,0.537,0.237,0.613,15,1396
705,0.285,0.565,0.585,230,243
706,1.0,0.117,1.0,999,1112
707,0.719,0.419,0.431,494,1193
708,0.784,0.784,0.066,337,1163
709,0.494,0.656,0.656,38,1689
710,0.792,0.792,0.358,997,1822
711,0.356,0.356,0.794,843,1866
712,0.069,0.781,0.781,942,1327
713,0.245,0.605,0.245,594,1651
714,0.318,0.532,0.618,578,1226
715,0.238,0,0.912,136,858
716,0.817,0.333,0.817,15,1455
717,0.231,0.619,0.531,449,1690
718,0.088,1.0,1,203,1434
719,0.335,0.815,0.815,541,1988
720,0.521,0.629,0.629,342,739
721,0.335,0.515,0.635,983,988
722,0.636,0.514,0.514,198,208
723,0.917,0.233,0.233,205,447
724,0.799,0.051,1.0,990,1805
725,0.381,0.081,0.769,237,1886
726,0.696,0.396,0.454,669,1933
727,0.491,0.491,0.659,54,1662
728,0.294,0.856,0.556,116,1322
729,1.0,0.107,1.0,875,1080
730,0.567,0.267,0.583,876,1937
731,0.806,0.044,0.806,780,1562
732,0.948,0.648,0.202,391,1721
733,0.673,0.373,0.477,870,1862
734,0.383,0.467,0.683,942,1960
735,1.0,0.003,1.0,893,1246
736,0.146,0.146,0.704,648,1458
737,1.0,1.0,0.033,602,1671
738,0.114,0.736,0.736,817,831
739,0.632,0.932,0.218,474,1228
740,1.0,0.075,0.775,375,595
741,0.141,0.709,1,199,1907
742,0.965,0.185,0,682,1549
743,0.169,0.681,0.469,328,1692
744,0.567,0.283,0.867,382,1080
745,0.123,0.123,0.727,950,1996
746,0.609,0.609,0.241,325,984
747,0.46,0.46,0.39,283,1739
748,0.501,0.649,0.649,809,1763
749,0.047,0.347,0.803,526,1433
750,0.658,0.192,0.492,888,1514
751,0.03,0.82,0.03,606,1374
752,0.947,0.203,0,664,1016
753,1.0,0.849,0.001,451,707
754,0.627,0.523,0.627,115,473
755,0.188,0.188,0.662,723,794
756,0.058,0.792,0.058,487,840
757,0.164,0.164,0.686,95,592
758,0.322,0.828,0.022,198,727
