id,x,y,z,ts_in,ts_out
533,0.688,0.988,0.162,940,1549
534,0.384,0.766,0.384,941,1546
535,0.238,0.612,0.538,278,1672
536,0.705,0.445,0.145,93,1312
537,0.885,0.265,0.585,19,608
538,0.545,0.605,0.245,219,1024
539,0.127,0.723,0.127,973,1434
540,0.296,0.554,0.554,133,1565
541,0.669,0.181,0.969,797,1123
542,0.767,0.083,0.767,881,1256
543,0,0.944,0.206,394,445
544,0.824,0.326,0.824,484,1270
545,0.324,0.826,0.024,154,1098
546,0.541,0.309,0.541,794,1265
547,0.559,0.591,0.291,783,1257
548,0.211,0.639,0.639,288,1145
549,0.42,0.73,0.73,521,1425
550,0.886,0,0.264,518,1314
551,0.758,0.392,0.458,396,561
552,0.297,0.853,0,376,1001
553,0.209,0.641,0.941,179,636
554,0,0,0.882,873,1022
555,0.63,0.22,0.22,35,129
556,0.624,0.624,0.526,924,1921
557,0.398,0.452,0.398,924,1912
558,0,0.974,0,366,826
559,0.705,0.445,0.145,251,1586
560,0.824,0.326,0.824,955,986
561,0.292,0.292,0.858,8,1453
562,0.053,1.0,0.797,204,910
563,0.513,0.337,0.513,77,105
564,1.0,1.0,0.036,300,896
565,0.449,0.401,0.401,525,1944
566,0.461,0.689,0.461,2,330
567,0.543,0.607,0.543,396,730
568,0.898,0.252,0,475,1344
569,0.547,0.603,0.303,225,1295
570,0.67,0.67,0.48,294,321
571,0.471,0.471,0.679,374,462
572,0.642,0.942,0.208,304,499
573,0.298,0.552,0.598,298,1156
574,0.476,0.374,0.374,166,555
575,1.0,0.035,0.815,1000,1167
576,0.396,0.454,0.696,843,895
577,0.489,0.361,0.489,738,1379
578,0.866,0,0,571,583
579,0.233,0.617,0.917,9,688
580,0.652,0.498,0.498,280,1132
581,0.883,0.267,0.883,221,1463
582,0.806,0.044,0.806,890,1947
583,0.199,0.951,0,817,834
584,0.766,0.766,0.084,909,1754
585,0.501,0.349,0.801,15,117
586,0.527,0.323,0.623,454,1788
587,0.253,0.897,0.897,507,1685
588,0.99,0,0.16,865,1750
589,0.97,0.18,0.67,852,1747
590,0.569,0.281,0.869,382,1469
591,0.73,0.42,0.73,924,1915
592,0,0.173,0.977,817,1990
593,0.918,0.232,0.618,367,724
594,0.823,0.027,1.0,265,667
595,0.93,0.63,0.22,271,1694
596,0.979,0.171,0.171,972,1531
597,0.864,0.286,0.864,283,982
598,0.909,0,0.241,578,1827
599,0.895,0,0.255,189,1774
600,0.593,0.257,0.257,230,653
601,0.353,0.653,0.497,716,1908
602,0.418,0.732,0.732,130,1566
603,0.432,0.718,0.132,371,373
604,0.65,0.2,0.95,270,651
605,0.421,0.721,0.429,631,1495
606,0,0,0.972,866,1546
607,0.458,0.692,0.392,939,1790
608,0.815,0.035,0.335,304,1856
609,0.296,0.854,0,321,1442
610,0.394,0.694,0.456,47,1781
611,0.078,0.772,0.772,172,1395
612,0.489,0.361,0.489,206,1362
613,0.949,0,0.201,833,1788
614,0.514,0.636,0.636,151,673
615,0.172,0.172,0.978,155,1018
616,0.292,0.558,0.558,408,607
617,0.266,0.884,0.584,613,1666
618,0.008,1.0,0.842,346,1378
619,0.898,0.252,0.252,888,902
620,0.29,0.86,0.86,645,1550
621,0.065,0.785,0.065,150,852
622,0.647,0.947,0.203,278,929
623,0.233,0.233,0.617,686,1060
624,0.469,0.381,0.469,525,1162
625,0.021,1.0,1,395,1771
626,0.564,0.286,0.864,811,834
627,0,0.933,0,324,1604
628,0,0.899,0,673,762
629,0.638,0.338,0.512,932,1344
630,0.274,0.574,0.576,64,1903
631,0.588,0.562,0.588,301,690
632,0.692,0.392,0.458,599,1454
633,0.69,0.69,0.46,171,1862
634,0.38,0.47,0.77,896,1399
635,0.591,0.891,0.259,470,553
636,0.335,0.035,0.815,874,1021
637,1.0,0.719,0.131,497,1645
638,0.545,0.245,0.605,80,621
639,0.276,0.874,0.874,851,956
640,0.356,0.494,0.356,212,1208
641,0.878,0.272,0.578,807,943
642,0.766,0.084,1.0,300,1646
643,0.231,0.619,0.231,79,1524
644,0.617,0.617,0.533,646,859
645,0.387,0.687,0.463,616,1406
646,0.379,0.679,0.471,889,1959
647,0.132,0.718,0.432,315,1302
648,0.068,0.782,0.782,640,1003
649,0,0.943,0.207,592,1337
650,0.703,0.447,0.403,276,446
651,0.521,0.521,0.629,221,1687
652,0,0,0.934,916,1633
653,0.258,0.892,0.892,285,1866
654,0.528,0.528,0.622,672,1613
655,0.02,0.32,0.83,721,752
656,0.336,0.814,0.814,765,1449
657,0.75,0.45,0.4,873,1115
658,0.421,0.121,0.729,740,938
659,0.465,0.165,0.685,22,749
660,0.997,0.697,0.153,123,1791
661,0.357,0.793,0.493,963,1903
662,0.119,0.731,0.419,803,978
663,0.735,0.435,0.415,942,1217
664,0.674,0.476,0.374,385,1816
665,0.299,0.299,0.851,169,1098
666,0.049,1.0,0.801,749,1572
667,0.878,0.878,0.272,311,447
668,0,0.871,0,773,1653
669,0.175,0.675,0.975,846,906
670,0.299,0.851,0.851,174,755
671,0.667,0.967,0.183,509,788
672,0.559,0.591,0.259,304,1406
673,0.685,0.465,0.385,293,410
674,0,0.887,0.263,98,1540
675,0.615,0.235,0.235,272,1043
676,0.464,0.386,0.686,590,1816
677,0.872,0.278,0.872,944,1032
678,0.825,0.325,0.025,604,773
679,0.79,0.36,0.06,593,1585
680,0.544,0.606,0.544,794,1542
681,0.751,0.399,0.451,715,717
682,0.263,0.587,0.263,893,1738
683,0.573,0.573,0.577,25,735
684,0.955,0,0.195,252,1588
685,0.28,0.58,0.57,603,1114
686,0.217,0,0.933,129,293
687,0.354,0.796,0.496,527,1618
688,0.984,0.984,0.166,364,1036
689,0.279,0,0.871,171,1904
690,0.356,0.056,0.794,209,1530
691,0.246,0.604,0.246,562,589
692,0.521,0.329,0.329,491,571
693,0.425,0.425,0.725,805,1865
694,0.505,0.645,0.645,799,1634
695,0.828,0.022,0.322,835,1077
696,0.767,0.767,0.383,958,1334
697,0.354,0.054,0.796,710,974
698,1.0,0.132,1.0,983,1769
699,0.779,0.779,0.071,363,1893
700,0.392,0.458,0.458,966,1676
701,0.623,0.923,0.227,370,1749
702,0.585,0.885,0.265,455,1618
703,0.023,0.023,0.827,267,1810
704,0.314,0.836,0.014,41,51
705,0.127,0.723,1,711,1257
706,0.071,1.0,1,988,1469
707,0.996,0.154,0.696,86,1750
708,0.191,0,0.959,231,1403
709,0.137,0.713,0.713,555,1287
710,0.422,0.728,0.422,984,1532
711,0.826,0.324,0.526,729,1689
712,0.197,0.953,0.653,515,1649
713,0.836,0.014,0.836,496,1900
714,0.045,0.805,1,795,1256
715,0.406,0.744,0.744,994,1589
716,0.149,0.701,1,883,1590
717,0.905,0.245,0.905,830,1638
718,1.0,1.0,0.025,13,1552
719,0.658,0.658,0.492,911,1512
720,0.336,0.514,0.814,567,1917
721,0.77,0.08,0.38,65,411
722,0.285,0.285,0.565,471,1157
723,0.498,0.352,0.498,947,1334
724,0.101,0.749,0.749,729,1007
725,0.677,0.473,0.173,129,1242
726,0.756,0.094,0.756,896,1251
727,0.386,0.386,0.764,795,882
728,0.376,0.774,0.474,490,1538
729,0.942,0,0.208,845,1235
730,0.197,0.197,0.953,858,1046
731,0.171,0,0.979,434,856
732,0,0.246,0.904,649,1489
733,0.383,0.683,0.467,213,1542
734,0.354,0.354,0.796,924,1482
735,0.291,0.591,0.559,638,945
736,0.231,0.619,0.531,878,1846
737,0.665,0.185,0.665,286,1875
738,0.14,0.14,0.71,623,899
739,0.978,0.172,0.172,319,1187
740,0.161,0.461,0.689,229,1895
741,0.07,0.78,0.07,920,1116
742,0.849,0.301,0.001,410,1601
743,0.412,0.738,0.438,379,454
744,0.514,0.636,0.336,134,1616
745,0.14,0.14,0.71,382,1075
746,1.0,1.0,0.149,971,1808
747,0.981,0.169,0.169,850,1819
748,0.669,0.181,0.481,752,1631
749,0.697,0.697,0.453,173,1198
750,0.616,0.234,0.616,22,401
751,0.51,0.81,0.34,509,1720
752,0.519,0.519,0.631,878,1932
753,0.008,0.842,0.308,258,700
754,0.568,0.582,0.282,446,963
755,0.554,0.596,0.554,53,1630
756,0.476,0.674,0.674,184,1484
757,0.028,0.328,0.822,206,329
758,0.953,0.197,0.197,505,973
759,0.335,0.035,0.815,570,614
760,0.237,0.913,0.237,231,269
761,0.789,0.789,0.361,503,1213
762,0.58,0.58,0.57,964,1532
763,0.852,0.298,0.298,718,982
