id,x,y,z,ts_in,ts_out
496,0.822,0.695,0.073,917,1990
497,0.624,0.711,0.389,775,1158
498,0.705,0.367,0.079,899,1621
499,0.861,0.092,0.933,534,622
500,0.557,0.527,0.028,507,513
501,0.729,0.463,0.47,543,1028
502,0.78,0.172,0.203,657,1952
503,0.063,0.279,0.903,808,1287
504,0.083,0.601,0.529,231,436
505,0.196,0.261,0.555,896,932
506,0.827,0.052,0.126,224,664
507,0.761,0.689,0.915,170,1142
508,0.92,0.295,0.644,988,1105
509,0.323,0.379,0.879,190,724
510,0.459,0.751,0.791,73,668
511,0.724,0.278,0.997,187,1282
512,0.818,0.741,0.183,299,974
513,0.215,0.909,0.872,273,664
514,0.841,0.374,0.872,378,399
515,0.377,0.09,0.386,513,1519
516,0.37,0.431,0.574,724,1543
517,0.598,0.671,0.679,681,1714
518,0.96,0.039,0.284,136,290
519,0.435,0.251,0.369,814,1014
520,0.895,0.387,0.185,607,1198
521,0.2,0.783,0.187,293,587
522,0.472,0.872,0.749,27,1148
523,0.709,0.061,0.629,954,1556
524,0.416,0.632,0.518,836,888
525,0.962,0.572,0.867,216,569
526,0.092,0.663,0.99,148,1232
527,0.152,0.596,0.62,933,1616
528,0.142,0.11,0.184,866,1302
529,0.48,0.119,0.93,25,1417
530,0.738,0.039,0.064,424,1394
531,0.288,0.274,0.664,277,807
532,0.305,0.424,0.937,884,1874
533,0.112,0.992,0.485,618,1983
534,0.019,0.516,0.964,287,1681
535,0.265,0.819,0.567,21,60
536,0.342,0.199,0.431,985,1587
537,0.935,0.823,0.336,926,1823
538,0.832,0.766,0.594,856,1964
539,0.135,0.742,0.851,501,547
540,0.84,0.596,0.914,714,1238
541,0.063,0.118,0.578,870,901
542,0.703,0.507,0.114,789,1978
543,0.183,0.864,0.63,588,1502
544,0.38,0.248,0.272,7,117
545,0.116,0.876,0.854,410,1143
546,0.036,0.829,0.342,83,1193
547,0.816,0.695,0.404,602,890
548,0.321,0.145,0.467,395,1085
549,0.878,0.306,0.105,127,336
550,0.341,0.905,0.897,6,41
551,0.242,0.042,0.261,787,1824
552,0.176,0.398,0.608,459,1712
553,0.288,0.525,0.686,233,286
554,0.857,0.535,0.467,356,1201
555,0.745,0.4,0.904,193,1959
556,0.939,0.472,0.929,870,1181
557,0.727,0.467,0.872,660,1865
558,0.907,0.753,0.497,472,1181
559,0.839,0.022,0.773,470,1692
560,0.224,0.191,0.47,33,1982
561,0.261,0.36,0.42,54,426
562,0.559,0.625,0.782,835,1738
563,0.413,0.394,0.026,6,129
564,0.596,0.569,0.25,393,1408
565,0.002,0.197,0.459,268,1339
566,0.987,0.831,0.891,479,1527
567,0.321,0.213,0.737,991,1539
568,0.841,0.682,0.416,283,1918
569,0.423,0.649,0.202,992,1667
570,0.259,0.167,0.21,516,1850
571,0.126,0.084,0.259,587,1722
572,0.256,0.938,0.213,547,1005
573,0.224,0.171,0.107,507,1424
574,0.485,0.479,0.818,72,1196
575,0.699,0.796,0.051,195,1901
576,0.279,0.991,0.486,25,537
577,0.769,0.095,0.819,581,1344
578,0.273,0.745,0.199,771,1440
579,0.146,0.113,0.844,202,1549
580,0.403,0.162,0.129,687,1678
581,0.657,0.764,0.797,713,1410
582,0.129,0.545,0.326,749,1271
583,0.04,0.462,0.155,785,1309
584,0.392,0.5,0.988,263,1036
585,0.793,0.393,0.174,581,1683
586,0.887,0.186,0.243,174,813
587,0.946,0.877,0.264,938,1005
588,0.555,0.521,0.477,503,1414
589,0.349,0.855,0.885,942,965
590,0.509,0.311,0.085,908,1319
591,0.429,0.146,0.478,720,1979
592,0.578,0.618,0.272,135,1008
593,0.913,0.835,0.534,999,1343
594,0.395,0.43,0.821,65,1994
595,0.359,0.672,0.375,402,1312
596,0.231,0.596,0.542,933,1547
597,0.383,0.944,0.864,847,1086
598,0.918,0.937,0.484,54,821
599,0.998,0.876,0.3,714,1584
600,0.798,0.24,0.173,103,985
601,0.586,0.638,0.619,102,655
602,0.303,0.33,0.689,420,1831
603,0.108,0.948,0.537,335,1661
604,0.535,0.335,0.18,295,817
605,0.431,0.905,0.335,701,1091
606,0.141,0.109,0.611,574,1443
607,0.343,0.661,0.865,249,609
608,0.406,0.047,0.819,289,1027
609,0.823,0.617,0.131,9,749
610,0.317,0.57,0.965,86,1741
611,0.437,0.268,0.634,326,679
612,0.605,0.73,0.524,152,1144
613,0.779,0.664,0.673,917,1927
614,0.948,0.312,0.001,660,1991
615,0.542,0.976,0.288,254,271
616,0.922,0.95,0.578,383,1816
617,0.481,0.525,0.691,612,1889
618,0.164,0.556,0.571,395,397
619,0.152,0.983,0.87,197,1708
620,0.542,0.376,0.157,450,1070
621,0.314,0.533,0.253,432,828
622,0.099,0.703,0.216,626,856
623,0.901,0.383,0.968,210,512
624,0.151,0.986,0.694,462,1633
625,0.752,0.032,0.888,118,1975
626,0.541,0.997,0.207,810,1223
627,0.765,0.364,0.857,844,1551
628,0.567,0.527,0.896,254,929
629,0.464,0.252,0.328,524,1927
630,0.082,0.593,0.316,786,1718
631,0.348,0.154,0.895,648,1774
632,1.0,0.371,0.434,175,1889
633,0.488,0.672,0.886,213,830
634,0.605,0.297,0.073,66,417
635,0.937,0.377,0.029,242,717
636,0.434,0.826,0.577,550,707
637,0.633,0.683,0.366,460,1785
638,0.255,0.715,0.462,162,557
639,0.587,0.623,0.051,480,1576
640,0.384,0.675,0.953,256,947
641,0.526,0.572,0.237,240,508
642,0.811,0.182,0.273,570,728
643,0.795,0.047,0.16,526,1436
644,0.237,0.657,0.804,539,1558
645,0.083,0.71,0.806,833,969
646,0.368,0.678,0.009,801,1957
647,0.983,0.292,0.837,621,1511
648,0.553,0.59,0.897,225,380
649,0.183,0.068,0.024,625,1514
650,0.503,0.865,0.656,209,613
651,0.604,0.53,0.4,675,1694
652,0.064,0.739,0.237,249,744
653,0.582,0.531,0.779,63,456
654,0.857,0.922,0.534,783,1638
655,0.636,0.131,0.588,713,1036
656,0.361,0.803,0.775,3,131
657,0.819,0.776,0.438,426,1240
658,0.661,0.599,0.303,222,527
659,0.077,0.391,0.338,488,1319
660,0.501,0.755,0.879,832,1892
661,0.868,0.857,0.195,748,906
662,0.084,0.74,0.298,383,1536
663,0.38,0.962,0.798,923,1892
664,0.711,0.344,0.136,676,720
665,0.649,0.95,0.437,998,1811
666,0.193,0.504,0.299,474,1080
667,0.825,0.354,0.818,419,1106
668,0.572,0.979,0.117,216,1051
669,0.531,0.068,0.769,30,1623
670,0.409,0.902,0.438,253,1345
671,0.233,0.494,0.487,457,1782
672,0.897,0.226,0.421,89,759
673,0.706,0.409,0.67,808,1268
674,0.809,0.48,0.274,334,462
675,0.371,0.692,0.308,380,1392
676,0.205,0.021,0.211,664,1496
677,0.623,0.489,0.245,369,567
678,0.372,0.385,0.315,354,1784
679,0.803,0.16,0.252,36,172
680,0.753,0.304,0.926,329,1526
681,0.378,0.929,0.367,19,1574
682,0.178,0.694,0.18,774,1647
683,0.652,0.208,0.131,722,1960
684,0.549,0.952,0.503,708,1091
685,0.989,0.269,0.134,334,1541
686,0.796,0.645,0.547,954,1662
687,0.678,0.344,0.72,373,479
688,0.766,0.871,0.928,755,765
689,0.192,0.025,0.767,458,1479
690,0.462,0.234,0.573,908,1463
691,0.051,0.867,0.474,948,1264
692,0.153,0.904,0.957,733,1314
693,0.837,0.903,0.005,871,1992
694,0.025,0.59,0.733,88,563
695,0.61,0.02,1.0,816,1012
696,0.372,0.524,0.858,208,976
697,0.709,0.594,0.437,61,789
698,0.08,0.726,0.14,190,827
699,0.17,0.39,0.091,704,1188
700,0.518,0.839,0.737,707,1915
701,0.869,0.891,0.085,377,472
702,0.89,0.396,0.702,52,1216
703,0.85,0.74,0.317,628,1831
704,0.152,0.77,0.545,334,1772
705,0.722,0.282,0.495,243,645
706,0.523,0.031,0.199,933,1260
707,0.241,0.899,0.449,927,959
708,0.929,0.459,0.074,675,1244
709,0.209,0.916,0.763,429,612
710,0.535,0.151,0.885,192,1689
711,0.974,0.24,0.453,583,1349
712,0.973,0.589,0.003,234,758
713,0.719,0.278,0.544,702,1361
714,0.831,0.467,0.918,784,988
715,0.126,0.903,0.576,895,1386
716,0.025,0.968,0.158,564,1278
717,0.063,0.093,0.255,360,1023
718,0.991,0.135,0.231,909,1767
719,0.304,0.654,0.914,942,1499
720,0.115,0.155,0.346,296,1201
721,0.342,0.65,0.967,407,1604
722,0.065,0.14,0.986,633,1904
723,0.992,0.078,0.999,699,1489
724,0.483,0.33,0.288,435,1269
725,0.099,0.092,0.35,227,1783
726,0.436,0.329,0.785,962,1210
727,0.424,0.949,0.605,581,1575
728,0.159,0.086,0.985,27,770
729,0.638,0.126,0.631,137,392
730,0.337,0.935,0.704,545,705
731,0.18,0.883,0.134,261,928
732,0.888,0.353,0.702,90,1861
733,0.675,0.676,0.938,403,1014
734,0.742,0.554,0.929,659,1895
735,0.587,0.069,0.049,637,1259
736,0.286,0.123,0.931,25,779
737,0.61,0.942,0.497,628,992
738,0.892,0.882,0.937,867,2000
739,0.564,0.795,0.565,629,765
740,0.727,0.789,0.911,351,1963
741,0.651,0.048,0.791,636,1075
742,0.707,0.641,0.328,343,362
743,0.68,0.52,0.825,147,1459
744,0.99,0.092,0.89,245,1889
745,0.853,0.345,0.321,367,644
746,0.146,0.662,0.689,54,1878
