id,x,y,z,ts_in,ts_out
207,0.687,0.278,0.435,557,1731
208,0.156,0.161,0.69,634,1726
209,0.974,0.656,0.132,863,1345
210,0.759,0.488,0.917,91,999
211,0.27,0.014,0.018,648,1348
212,0.234,0.729,0.274,429,1073
213,0.806,0.211,0.391,382,1821
214,0.659,0.673,0.02,944,1952
215,0.009,0.767,0.239,263,1248
216,0.695,0.17,0.001,657,1678
217,0.564,0.41,0.114,855,1769
218,0.808,0.774,0.116,393,660
219,0.318,0.37,0.027,837,1119
220,0.418,0.48,0.372,648,1236
221,0.632,0.779,0.693,31,498
222,0.53,0.979,0.372,390,1966
223,0.843,0.288,0.979,12,46
224,0.658,0.569,0.431,892,1164
225,0.834,0.063,0.085,558,1595
226,0.267,0.367,0.899,897,1624
227,0.971,0.669,0.366,101,1240
228,0.729,0.665,0.645,596,812
229,0.041,0.219,0.036,137,801
230,0.241,0.852,0.804,735,1561
231,0.536,0.371,0.914,742,1036
232,0.828,0.548,0.024,581,1102
233,0.552,0.268,0.313,170,1324
234,0.44,0.807,0.577,116,449
235,0.992,0.296,0.14,852,1151
236,0.203,0.974,0.317,822,1408
237,0.479,0.615,0.825,470,1371
238,0.054,0.77,0.462,825,884
239,0.567,0.812,0.962,647,1014
240,0.851,0.685,0.291,855,1818
241,0.781,0.902,0.279,466,710
242,0.973,0.034,0.848,578,852
243,0.522,0.483,0.087,681,966
244,0.886,0.631,0.04,315,1106
245,0.912,0.45,0.582,188,1109
246,0.867,0.889,0.955,525,1470
247,0.108,0.965,0.507,945,1311
248,0.7,0.194,0.365,316,700
249,0.399,0.651,0.569,163,544
250,0.702,0.387,0.08,492,1506
251,0.282,0.227,0.526,339,668
252,0.725,0.185,0.643,189,520
253,0.602,0.132,0.529,159,1104
254,0.724,0.497,0.954,711,1737
255,0.604,0.673,0.632,311,463
256,0.194,0.007,0.451,848,1284
257,0.367,0.207,0.59,689,1258
258,0.53,0.128,0.994,806,1371
259,0.22,0.819,0.986,448,977
260,0.364,0.178,0.638,690,1589
261,0.577,0.325,0.155,218,461
262,0.037,0.709,0.483,643,1348
263,0.384,0.571,0.327,251,1064
264,0.797,0.688,0.248,331,1207
265,0.587,0.116,0.228,480,525
266,0.632,0.041,0.273,538,1663
267,0.539,0.112,0.948,966,1729
268,0.488,0.267,0.937,8,77
269,0.185,0.128,0.735,881,1039
270,0.566,0.659,0.85,925,1402
271,0.832,0.398,0.966,54,581
272,0.181,0.796,0.324,575,578
273,0.56,0.619,0.101,617,1939
274,0.428,0.127,0.545,503,873
275,0.618,0.915,0.142,12,1137
276,0.55,0.326,0.908,436,622
277,0.469,0.611,0.673,233,1566
278,0.755,0.394,0.34,620,708
279,0.848,0.909,0.796,410,1713
280,0.794,0.178,0.056,773,1409
281,0.523,0.355,0.917,691,1955
282,0.749,0.995,0.009,600,1053
283,0.034,0.378,0.395,655,1008
284,0.943,0.266,0.199,152,920
285,0.131,0.417,0.347,670,1456
286,0.22,0.233,0.106,566,835
287,0.668,0.268,0.081,994,1287
288,0.997,0.899,0.81,765,794
289,0.064,0.526,0.686,198,1586
290,0.749,0.621,0.685,91,968
291,0.223,0.247,0.63,598,715
292,0.316,0.403,0.412,1000,1243
293,0.848,0.076,0.562,862,1063
294,0.757,0.204,0.605,561,912
295,0.89,0.201,0.093,734,1797
296,0.81,0.638,0.805,270,1410
297,0.841,0.645,0.219,110,197
298,0.348,0.657,0.773,542,804
299,0.637,0.083,0.022,686,774
300,0.897,0.607,0.2,348,1748
301,0.395,0.691,0.324,298,1930
302,0.848,0.291,0.467,517,864
303,0.491,0.044,0.957,731,1666
304,0.873,0.154,0.741,64,1567
305,0.721,0.805,0.202,5,1648
306,0.124,0.274,0.018,718,1633
307,0.147,0.46,0.133,240,1930
308,0.493,0.532,0.244,624,1730
309,0.61,0.323,0.698,10,512
310,0.502,0.89,0.151,643,651
311,0.397,0.746,0.006,577,763
312,0.989,0.623,0.539,179,597
313,0.371,0.2,0.762,492,935
314,0.951,0.289,0.505,708,1470
315,0.508,0.06,0.262,433,647
316,0.166,0.248,0.457,567,1618
317,0.263,0.343,0.226,629,1610
318,0.585,0.621,0.477,669,675
319,0.851,0.95,0.48,431,1835
320,0.503,0.451,0.847,381,1706
321,0.123,0.137,0.063,920,1007
322,0.456,0.86,0.892,319,960
323,0.479,0.113,0.949,513,558
324,0.212,0.565,0.931,713,992
325,0.76,0.147,0.123,716,1279
326,0.059,0.651,0.695,543,1281
327,0.719,0.65,0.18,190,1929
328,0.319,0.727,0.654,584,1733
329,0.998,0.854,0.08,138,1427
330,0.337,0.904,0.603,439,733
331,0.797,0.095,0.188,270,1522
332,0.114,0.08,0.815,297,988
333,0.485,0.353,0.25,464,1241
334,0.019,0.708,0.77,785,1936
335,0.632,0.082,0.728,204,1727
336,0.493,0.889,0.527,974,1422
337,0.133,0.114,0.457,167,1421
338,0.312,0.205,0.176,532,559
339,0.364,0.179,0.864,525,974
340,0.052,0.438,0.713,177,1362
341,0.632,0.916,0.465,526,1814
342,0.532,0.269,0.721,267,1714
343,0.243,0.105,0.138,322,1101
344,0.695,0.065,0.089,60,731
345,0.53,0.669,0.766,783,1919
346,0.618,0.016,0.055,268,1763
347,0.417,0.029,0.919,199,688
348,0.955,0.238,0.707,550,1053
349,0.714,0.064,0.758,606,1153
350,0.226,0.585,0.073,45,1705
351,0.381,0.563,0.886,399,1872
352,0.77,0.949,0.524,100,862
353,0.918,0.3,0.637,901,1505
354,0.778,0.532,0.324,960,1375
355,0.28,0.744,0.645,471,897
356,0.332,0.457,0.657,327,1868
357,0.615,0.851,0.731,40,640
358,0.965,0.618,0.828,603,1802
359,0.43,0.72,0.623,756,1385
360,0.125,0.924,0.763,553,1300
361,0.269,0.167,0.795,772,1449
362,0.209,0.066,0.304,953,1638
363,0.119,0.926,0.097,748,1893
364,0.167,0.172,0.534,615,922
365,0.543,0.498,0.101,867,1243
366,0.195,0.546,0.348,265,1322
367,0.253,0.632,0.938,775,849
368,0.262,0.068,0.892,511,606
369,0.356,0.938,0.964,478,482
370,0.251,0.483,0.225,12,733
371,0.544,0.683,0.067,433,1470
372,0.827,0.986,0.028,431,1962
373,0.556,0.636,0.981,795,991
374,0.434,0.669,0.364,318,1991
375,0.026,0.621,0.55,466,783
376,0.802,0.212,0.27,472,1934
377,0.629,0.641,0.242,603,1190
378,0.232,0.393,0.225,239,1184
379,0.464,0.497,0.07,689,1615
380,0.517,0.686,0.536,302,435
381,0.93,0.51,0.102,942,1492
382,0.383,0.164,0.7,256,1368
383,0.227,0.178,0.393,199,1483
384,0.965,0.71,0.35,576,1697
385,0.89,0.395,0.086,881,1977
386,0.387,0.925,0.894,596,1155
387,0.653,0.443,0.853,751,946
388,0.931,0.529,0.483,164,1945
389,0.248,0.114,0.921,808,1462
390,0.291,0.04,0.787,669,1422
391,0.116,0.195,0.559,234,1806
392,0.217,0.076,0.887,511,576
393,0.174,0.454,0.227,482,722
394,0.169,0.424,0.863,279,765
395,0.418,0.21,0.973,265,1390
396,0.571,0.094,0.693,445,1987
397,0.213,0.603,0.796,100,1900
398,0.372,0.626,0.311,935,1979
399,0.746,0.694,0.874,880,1810
400,0.796,0.854,0.222,991,1558
401,0.149,0.206,0.995,643,678
402,0.179,0.953,0.518,973,1930
403,0.991,0.669,0.467,906,1776
404,0.411,0.662,0.499,564,1926
405,0.207,0.979,0.039,839,1690
406,0.613,0.467,0.616,307,1203
407,0.82,0.227,0.058,997,1220
408,0.299,0.676,0.57,194,1561
409,0.395,0.458,0.722,889,1962
410,0.132,0.365,0.375,998,1100
411,0.874,0.06,0.26,439,1916
412,0.612,0.61,0.221,757,825
413,0.544,0.013,0.237,807,1504
414,0.244,0.914,0.129,324,660
415,0.049,0.101,0.922,473,899
416,0.455,0.421,0.038,751,1103
417,0.562,0.484,0.213,952,1049
418,0.716,0.147,0.347,259,586
419,0.339,0.569,0.427,767,864
420,0.25,0.076,0.066,284,1151
421,0.976,0.482,0.986,241,1262
422,0.756,0.998,0.476,696,1590
423,0.548,0.704,0.088,257,1023
424,0.698,0.339,0.015,507,719
425,0.832,0.098,0.774,926,1883
426,0.464,0.697,0.586,466,1483
427,0.743,0.251,0.506,618,1431
428,0.147,0.876,0.426,707,1997
429,0.328,0.887,0.828,611,929
430,0.677,0.774,0.994,303,1158
431,0.494,0.281,0.083,108,1919
432,0.069,0.379,0.282,126,1301
433,0.254,0.753,0.538,636,1712
434,0.824,0.183,0.928,888,1853
435,0.514,0.688,0.822,708,1671
436,0.35,0.407,0.647,507,1829
437,0.257,0.553,0.083,787,897
438,0.977,0.875,0.067,152,711
439,0.827,0.434,0.92,797,858
440,0.955,0.0,0.976,278,305
441,0.664,0.549,0.34,142,1036
442,0.805,0.886,0.761,37,406
443,0.7,0.419,0.61,947,1897
444,0.144,0.422,0.056,919,963
445,0.744,0.649,0.436,186,1993
446,0.332,0.29,0.865,578,1124
447,0.966,0.828,0.775,914,1809
448,0.429,0.579,0.173,430,1473
449,0.88,0.629,0.965,586,694
450,0.613,0.077,0.424,101,1209
451,0.093,0.854,0.376,0,216
452,0.743,0.998,0.021,623,1217
453,0.653,0.639,0.615,825,1939
454,0.192,0.242,0.791,697,831
455,0.626,0.702,0.148,313,1518
456,0.984,0.574,0.365,762,1451
457,0.536,0.258,0.389,117,290
458,0.341,0.896,0.379,394,1357
459,0.641,0.156,0.306,358,1502
460,0.953,0.259,0.34,474,1894
461,0.533,0.23,0.102,144,1073
462,0.139,0.383,0.089,594,1989
463,0.995,0.871,0.758,13,463
464,0.358,0.781,0.058,433,1726
465,0.573,0.713,0.044,790,815
466,0.021,0.392,0.435,94,606
467,0.218,0.38,0.041,862,1764
468,0.708,0.155,0.994,695,1374
469,0.615,0.907,0.233,331,629
470,0.198,0.104,0.71,61,331
471,0.871,0.15,0.961,161,566
472,0.584,0.977,0.288,684,828
473,0.59,0.626,0.878,698,1673
474,0.489,0.16,0.874,292,1344
475,0.145,0.443,0.755,234,1843
476,0.198,0.647,0.469,525,673
477,0.604,0.902,0.356,461,1152
478,0.062,0.947,0.437,614,1265
479,0.686,0.648,0.796,713,1792
480,0.866,0.986,0.74,438,1335
481,0.34,0.868,0.746,311,653
482,0.469,0.926,0.882,500,948
483,0.921,0.207,0.131,989,1336
484,0.798,0.013,0.599,605,1345
485,0.827,0.37,0.107,863,1749
486,0.779,0.802,0.085,121,865
487,0.361,0.373,0.195,20,1283
488,0.687,0.154,0.056,37,865
489,0.024,0.483,0.251,175,1274
490,0.181,0.396,0.032,581,1202
491,0.154,0.948,0.611,43,715
492,0.045,0.294,0.277,768,1049
493,0.874,0.825,0.335,259,1991
494,0.442,0.288,0.065,248,560
495,0.671,0.637,0.811,980,1507
496,0.932,0.632,0.001,507,595
497,0.495,0.475,0.793,58,1822
498,0.106,0.743,0.836,801,1796
499,0.061,0.795,0.457,72,1863
500,0.925,0.109,0.932,63,950
501,0.422,0.389,0.908,639,1893
502,0.637,0.97,0.651,351,550
503,0.309,0.634,0.971,897,1907
504,0.834,0.264,0.99,149,986
505,0.952,0.754,0.636,914,1706
506,0.976,0.676,0.787,966,1755
507,0.225,0.844,0.773,619,1486
508,0.076,0.283,0.577,752,1099
509,0.165,0.729,0.787,984,1388
510,0.216,0.801,0.059,347,1208
511,0.213,0.261,0.77,708,826
512,0.417,0.937,0.248,344,1355
513,0.297,0.721,0.025,422,681
514,0.972,0.137,0.199,610,1095
515,0.538,0.372,0.905,631,1671
516,0.218,0.371,0.891,656,1608
517,0.239,0.303,0.269,759,1829
518,0.136,0.415,0.972,705,754
519,0.087,0.563,0.986,277,1592
520,0.567,0.836,0.096,983,1846
521,0.298,0.889,0.582,539,1826
522,0.759,0.552,0.353,606,1568
523,0.042,0.13,0.961,898,1583
524,0.567,0.621,0.224,292,733
525,0.871,0.941,0.972,209,1782
526,0.903,0.946,0.992,521,1980
527,0.089,0.759,0.214,767,1808
528,0.532,0.705,0.639,290,301
529,0.231,0.101,0.628,697,1198
530,0.733,0.783,0.424,203,952
531,0.472,0.396,0.025,969,986
532,0.632,0.745,0.906,962,1599
533,0.426,0.233,0.767,685,1210
534,0.115,0.467,0.616,689,1643
535,0.767,0.491,0.87,480,1444
536,0.911,0.341,0.798,616,1127
537,0.732,0.646,0.842,138,419
538,0.206,0.871,0.579,834,1413
539,0.871,0.179,0.041,142,1419
540,0.608,0.142,0.364,117,1874
541,0.827,0.089,0.718,666,1120
542,0.006,0.187,0.381,777,1527
543,0.044,0.795,0.483,305,529
544,0.73,0.074,0.949,764,1170
545,0.251,0.129,0.709,774,1599
546,0.82,0.094,0.394,920,1410
547,0.88,0.902,0.803,287,1349
548,0.748,0.012,0.913,539,1459
549,0.507,0.652,0.136,51,362
550,0.965,0.677,0.334,235,692
551,0.994,0.953,0.052,463,1242
552,0.206,0.599,0.567,847,1932
553,0.187,0.316,0.042,596,1755
554,0.119,0.121,0.817,852,1899
555,0.983,0.495,0.143,587,1545
556,0.198,0.101,0.293,150,1130
557,0.28,0.458,0.746,955,1560
558,0.537,0.042,0.761,935,1094
559,0.204,0.511,0.383,184,596
560,0.408,0.681,0.023,554,1853
561,0.773,0.995,0.737,106,1611
562,0.056,0.777,0.771,370,1097
563,0.178,0.217,0.053,901,1871
564,0.215,0.003,0.672,590,1742
565,0.625,0.858,0.767,224,1713
566,0.733,0.439,0.798,56,960
567,0.127,0.041,0.198,816,1347
568,0.38,0.299,0.268,198,1846
569,0.216,0.038,0.952,11,1198
570,0.764,0.65,0.66,215,1537
571,0.135,0.822,0.078,879,1181
572,0.165,0.392,0.875,184,658
573,0.461,0.679,0.533,200,544
574,0.8,0.227,0.324,267,759
575,0.956,0.237,0.652,648,1847
576,0.95,0.851,0.805,3,1821
577,0.791,0.097,0.793,322,1956
578,0.644,0.157,0.512,846,1238
579,0.777,0.838,0.544,62,635
580,0.811,0.832,0.868,217,1405
581,0.006,0.422,0.598,943,1928
582,0.302,0.259,0.482,201,569
583,0.718,0.626,0.119,175,1875
584,0.93,0.183,0.634,370,1572
585,0.768,0.234,0.409,901,1230
586,0.785,0.616,0.002,20,242
587,0.791,0.374,0.659,324,1194
588,0.921,0.567,0.383,36,1861
589,0.005,0.521,0.34,306,1062
590,0.622,0.964,0.056,152,1137
591,0.272,0.39,0.565,317,764
592,0.463,0.726,0.695,292,559
593,0.022,0.365,0.182,466,475
594,0.18,0.877,0.312,877,1759
595,0.031,0.237,0.576,57,910
596,0.764,0.719,0.922,971,1279
597,0.862,0.911,0.56,759,1296
598,0.421,0.818,0.909,156,1648
599,0.523,0.169,0.757,806,970
600,0.308,0.46,0.686,243,659
601,0.218,0.043,0.998,10,1883
602,0.233,0.52,0.72,921,1534
603,0.096,0.121,0.904,158,187
604,0.752,0.799,0.767,247,1664
605,0.8,0.712,0.544,239,1061
606,0.975,0.539,0.14,714,860
607,0.79,0.353,0.047,921,1489
608,0.699,0.877,0.339,776,1165
609,0.876,0.274,0.258,828,1753
610,0.706,0.766,0.843,230,1428
611,0.404,0.431,0.09,870,1848
612,0.124,0.36,0.506,962,1029
613,0.061,0.287,0.287,625,1891
614,0.334,0.501,0.685,580,890
615,0.251,0.905,0.858,101,956
616,0.148,0.565,0.777,999,1250
617,0.367,0.271,0.584,664,1332
618,0.621,0.775,0.984,337,1209
619,0.635,0.595,0.632,329,1902
620,0.873,0.615,0.735,533,566
621,0.965,0.735,0.503,555,1550
622,0.471,0.587,0.972,19,619
623,0.486,0.44,0.493,199,843
624,0.785,0.01,0.432,456,1479
625,0.97,0.934,0.204,57,1078
626,0.707,0.644,0.852,531,1883
627,0.395,0.826,0.82,817,1700
628,0.101,0.657,0.788,37,1811
629,0.645,0.706,0.018,239,1584
630,0.701,0.418,0.117,326,835
631,0.699,0.173,0.339,91,976
632,0.496,0.578,0.803,877,1266
633,0.354,0.004,0.891,394,1457
634,0.938,0.616,0.609,531,1772
635,0.61,0.442,0.314,367,1878
636,0.755,0.005,0.143,451,1719
637,0.102,0.45,0.477,858,1363
638,0.627,0.072,0.333,150,1516
639,0.422,0.931,0.778,403,426
640,0.389,0.746,0.989,492,504
641,0.679,0.834,0.714,51,1226
642,0.14,0.076,0.262,819,1760
643,0.921,0.457,0.55,788,1304
644,0.414,0.755,0.277,959,1793
645,0.708,0.916,0.901,680,1347
646,0.756,0.368,0.717,148,1157
647,0.593,0.481,0.545,192,551
648,0.723,0.927,0.176,648,1975
649,0.782,0.605,0.002,129,236
650,0.499,0.428,0.041,788,1775
651,0.413,0.758,0.67,562,1609
652,0.513,0.868,0.388,635,1952
653,0.724,0.609,0.673,384,577
654,0.197,0.454,0.545,662,1713
655,0.871,0.27,0.746,590,1401
656,0.591,0.694,0.836,788,1758
657,0.278,0.912,0.299,899,991
658,0.205,0.999,0.48,714,1482
659,0.747,0.875,0.672,591,1152
660,0.209,0.049,0.297,855,1752
661,0.151,0.514,0.895,677,1062
662,0.512,0.699,0.523,408,1027
663,0.31,0.419,0.323,722,1891
664,0.779,0.452,0.364,479,563
665,0.947,0.998,0.557,475,830
666,0.166,0.884,0.239,116,1619
667,0.746,0.55,0.912,397,455
668,0.244,0.837,0.311,879,1160
669,0.828,0.197,0.742,660,1844
670,0.263,0.413,0.654,868,959
671,0.924,0.429,0.1,371,1790
672,0.762,0.906,0.743,236,1907
673,0.933,0.257,0.421,584,1887
674,0.742,0.056,0.267,223,1154
675,0.475,0.529,0.158,77,1516
676,0.656,0.057,0.338,540,1739
677,0.269,0.276,0.145,106,1763
678,0.173,0.725,0.817,452,1253
679,0.208,0.466,0.414,485,1464
680,0.23,0.137,0.733,537,1581
681,0.844,0.902,0.797,519,1886
682,0.522,0.619,0.344,851,1380
683,0.541,0.529,0.034,162,959
684,0.138,0.871,0.278,254,1335
685,0.266,0.824,0.954,839,1226
686,0.342,0.685,0.108,586,1741
687,0.13,0.489,0.854,586,648
688,0.234,0.792,0.512,549,1856
689,0.758,0.987,0.789,973,1600
690,0.41,0.392,0.289,592,1828
691,0.229,0.674,0.558,78,1385
692,0.728,0.133,0.861,316,1076
693,0.187,0.479,0.068,27,73
694,0.392,0.807,0.372,872,1966
695,0.702,0.326,0.053,593,886
696,0.275,0.033,0.413,534,733
697,0.372,0.281,0.281,42,119
698,0.86,0.378,0.097,178,1997
699,0.089,0.973,0.549,374,547
700,0.566,0.364,0.489,344,712
701,0.853,0.482,0.713,232,421
702,0.496,0.523,0.483,469,1346
703,0.213,0.877,0.878,552,1112
704,0.533,0.518,0.75,874,1452
705,0.725,0.664,0.582,268,1188
706,0.761,0.975,0.023,299,526
707,0.9,0.951,0.086,626,1497
708,0.02,0.118,0.182,83,1856
709,0.139,0.136,0.516,775,1086
710,0.543,0.585,0.333,574,641
711,0.905,0.125,0.038,131,305
712,0.48,0.792,0.786,798,834
713,0.653,0.071,0.416,596,1549
714,0.34,0.668,0.513,831,931
715,0.896,0.442,0.161,187,652
716,0.273,0.753,0.052,385,1932
717,0.977,0.983,0.035,530,1606
718,0.766,0.514,0.479,38,360
719,0.926,0.556,0.752,186,1436
720,0.175,0.257,0.637,969,1254
721,0.566,0.577,0.01,438,1347
722,0.414,0.343,0.124,699,1669
723,0.397,0.262,0.164,434,1766
724,0.803,0.186,0.093,772,1916
725,0.991,0.284,0.083,29,444
726,0.732,0.223,0.271,7,745
727,0.595,0.852,0.766,652,1622
728,0.265,0.083,0.992,296,1099
729,0.333,0.061,0.658,483,1203
730,0.349,0.65,0.174,489,608
731,0.243,0.289,0.453,277,1605
732,0.079,0.831,0.6,541,1286
733,0.836,0.737,0.004,752,1379
734,0.754,0.635,0.453,16,993
735,0.427,0.373,0.981,526,932
736,0.743,0.406,0.5,105,1025
737,0.136,0.136,0.427,412,1293
738,0.886,0.257,0.759,621,1722
739,0.84,0.782,0.315,587,782
740,0.398,0.768,0.193,164,275
741,0.187,0.573,0.995,22,946
742,0.45,0.438,0.619,474,1163
743,0.923,0.206,0.227,864,1386
744,0.079,0.308,0.928,462,538
745,0.385,0.543,0.577,601,1078
746,0.739,0.067,0.689,499,848
