id,x,y,z,ts_in,ts_out
133,0.824,0.877,0.548,930,994
134,0.853,0.809,0.983,294,1249
135,0.671,0.515,0.24,518,1585
136,0.281,0.048,0.003,30,157
137,0.623,0.284,0.434,760,1984
138,0.582,0.375,0.417,687,1969
139,0.38,0.284,0.814,547,638
140,0.383,0.884,0.315,497,1699
141,0.293,0.809,0.323,223,536
142,0.51,0.957,0.175,799,839
143,0.261,0.598,0.79,211,871
144,0.534,0.755,0.304,19,1946
145,0.425,0.961,0.284,488,1680
146,0.943,0.615,0.266,137,403
147,0.205,0.024,0.72,264,1060
148,0.505,0.583,0.93,240,286
149,0.698,0.045,0.127,492,555
150,0.421,0.869,0.71,573,1310
151,0.746,0.338,0.001,469,923
152,0.181,0.244,0.333,49,103
153,0.255,0.219,0.698,555,677
154,0.153,0.32,0.8,989,1114
155,0.043,0.691,0.039,718,1602
156,0.562,0.862,0.734,486,1753
157,0.804,0.187,0.896,396,465
158,0.903,0.448,0.294,842,1301
159,0.958,0.33,0.307,367,1302
160,0.327,0.425,0.321,303,1112
161,0.969,0.869,0.511,99,1920
162,0.65,0.273,0.149,798,1789
163,0.62,0.335,0.727,711,859
164,0.714,0.719,0.97,323,1682
165,0.118,0.463,0.388,87,898
166,0.53,0.95,0.683,205,818
167,0.19,0.409,0.881,366,1719
168,0.199,0.283,0.21,619,1265
169,0.879,0.178,0.256,845,1412
170,0.482,0.813,0.067,702,721
171,0.81,0.092,0.531,753,1496
172,0.768,0.845,0.924,623,1791
173,0.856,0.103,0.317,628,898
174,0.573,0.584,0.521,163,1582
175,0.144,0.608,0.124,347,1371
176,0.451,0.579,0.836,686,1937
177,0.289,0.06,0.582,829,1044
178,0.194,0.618,0.84,5,462
179,0.148,0.916,0.159,415,1126
180,0.009,0.977,0.518,410,858
181,0.247,0.208,0.924,54,1477
182,0.277,0.361,0.579,938,1869
183,0.199,0.526,0.826,667,1815
184,0.513,0.433,0.71,899,1667
185,0.878,0.639,0.486,221,636
186,0.775,0.025,0.198,943,1953
187,0.499,0.714,0.038,111,1445
188,0.711,0.299,0.233,512,1477
189,0.619,0.734,0.798,92,1675
190,0.915,0.891,0.558,750,921
191,0.731,0.909,0.849,795,883
192,0.215,0.736,0.182,559,1642
193,0.175,0.688,0.548,959,1197
194,0.323,0.045,0.355,867,1273
195,0.488,0.766,0.404,816,1694
196,0.213,0.174,0.199,305,460
197,0.387,0.121,0.059,294,1523
198,0.414,0.967,0.907,494,1384
199,0.774,0.122,0.155,921,1538
200,0.904,0.02,0.67,691,1234
201,0.564,0.17,0.081,268,369
202,0.954,0.292,0.083,747,935
203,0.102,0.985,0.561,833,1272
204,0.261,0.05,0.765,252,1630
205,0.413,0.94,0.348,492,881
206,0.096,0.842,0.129,92,709
207,0.812,0.197,0.239,26,106
208,0.018,0.592,0.868,3,1597
209,0.738,0.753,0.856,580,1102
210,0.505,0.689,0.454,626,1145
211,0.205,0.699,0.908,480,1959
212,0.817,0.871,0.488,323,1114
213,0.698,0.634,0.881,382,1578
214,0.088,0.727,0.738,609,1859
215,0.241,0.134,0.232,605,1206
216,0.505,0.865,0.338,0,814
217,0.094,0.062,0.995,145,226
218,0.325,0.032,0.677,232,767
219,0.756,0.484,0.124,224,1957
220,0.654,0.61,0.797,373,1840
221,0.525,0.057,0.663,546,1066
222,0.703,0.112,0.568,175,1832
223,0.636,0.355,0.149,882,1875
224,0.246,0.839,0.08,815,1699
225,0.591,0.839,0.142,672,1457
226,0.429,0.93,0.133,245,1203
227,0.463,0.215,0.383,823,1003
228,0.972,0.198,0.845,842,1092
229,0.43,0.02,0.355,922,1808
230,0.054,0.567,0.135,306,1903
231,0.839,0.411,0.383,293,382
232,0.485,0.584,0.592,301,315
233,0.706,0.875,0.616,586,1078
234,0.364,0.619,0.379,230,766
235,0.671,0.704,0.948,591,848
236,0.926,0.846,0.116,156,246
237,0.478,0.35,0.471,588,1206
238,0.781,0.13,0.527,309,1919
239,0.56,0.722,0.975,802,1916
240,0.384,0.719,0.243,420,786
241,0.718,0.694,0.516,82,809
242,0.628,0.6,0.16,471,1328
243,0.277,0.455,0.246,525,1174
244,0.064,0.029,0.365,292,594
245,0.706,0.768,0.098,758,1678
246,0.362,0.555,0.697,889,1874
247,0.452,0.01,0.26,743,823
248,0.25,0.805,0.28,683,1154
249,0.172,0.334,0.918,841,1810
250,0.212,0.921,0.173,302,1840
251,0.756,0.556,0.542,944,1488
252,0.858,0.548,0.331,471,600
253,0.776,0.227,0.167,826,1676
254,0.06,0.696,0.146,923,1261
255,0.655,0.064,0.887,975,1123
256,0.65,0.373,0.408,803,1406
257,0.167,0.236,0.471,828,1028
258,0.217,0.595,0.01,532,846
259,0.526,0.566,0.152,416,557
260,0.908,0.63,0.425,249,858
261,0.789,0.278,0.402,478,1185
262,0.456,0.727,0.078,748,1935
263,0.596,0.22,0.488,88,523
264,0.882,0.38,0.418,396,1532
265,0.907,0.005,0.325,860,1885
266,0.223,0.494,0.647,40,474
267,0.129,0.489,0.205,798,1108
268,0.34,0.82,0.43,80,1483
269,0.454,0.302,0.214,822,1512
270,0.411,0.654,0.068,617,1944
271,0.943,0.141,0.076,76,638
272,0.394,0.659,0.955,134,1203
273,0.479,0.82,0.941,722,1596
274,0.624,0.803,0.384,1000,1203
275,0.853,0.503,0.803,613,1919
276,0.848,0.032,0.891,225,1382
277,0.316,0.017,0.086,176,1410
278,0.421,0.539,0.567,879,1607
279,0.055,0.132,0.097,138,787
280,0.37,0.893,0.682,740,1853
281,0.134,0.284,0.822,171,1652
282,0.344,0.502,0.056,360,1484
283,0.579,0.868,0.417,223,541
284,0.928,0.484,0.841,555,869
285,0.966,0.315,0.605,236,1366
286,0.559,0.607,0.122,517,1067
287,0.466,0.527,0.258,663,1525
288,0.694,0.299,0.251,892,1229
289,0.736,0.942,0.238,946,1311
290,0.184,0.56,0.142,383,862
291,0.951,0.399,0.655,436,730
292,0.065,0.038,0.432,738,1832
293,0.565,0.919,0.263,156,1515
294,0.383,0.443,0.821,702,1490
295,0.509,0.286,0.999,907,1426
296,0.624,0.906,0.554,889,1567
297,0.901,0.256,0.141,117,1730
298,0.261,0.742,0.095,304,1613
299,0.626,0.554,0.187,44,1346
300,0.085,0.944,0.729,335,1758
301,0.911,0.845,0.917,888,1835
302,0.148,0.597,0.427,423,439
303,0.522,0.686,0.804,555,1719
304,0.188,0.111,0.884,329,948
305,0.184,0.842,0.81,126,1074
306,0.171,0.687,0.747,567,1481
307,0.381,0.351,0.243,83,1879
308,0.258,0.755,0.556,803,1193
309,0.134,0.377,0.215,308,1402
310,0.68,0.65,0.197,493,1905
311,0.571,0.456,0.986,968,1628
312,0.855,0.214,0.515,147,178
313,0.278,0.959,0.708,522,1423
314,0.51,0.113,0.181,350,1022
315,0.363,0.515,0.371,443,1857
316,0.945,0.21,0.214,491,1816
317,0.274,0.467,0.867,979,1081
318,0.615,0.2,0.991,58,578
319,0.829,0.096,0.92,137,1436
320,0.926,0.432,0.453,414,1585
321,0.463,0.267,0.746,544,876
322,0.087,0.381,0.093,266,1357
323,0.094,0.697,0.402,261,571
324,0.759,0.259,0.995,572,1559
325,0.559,0.827,0.812,499,1650
326,0.293,0.293,0.21,957,1871
327,0.111,0.867,0.059,519,1666
328,0.026,0.754,0.862,440,1227
329,0.299,0.576,0.512,918,1460
330,0.527,0.182,0.308,571,1972
331,0.704,0.59,0.588,24,1440
332,0.613,0.084,0.149,219,1068
333,0.688,0.41,0.688,785,1684
334,0.419,0.719,0.853,509,997
335,0.225,0.717,0.24,102,970
336,0.676,0.026,0.319,598,892
337,0.448,0.571,0.151,52,414
338,0.51,0.619,0.445,398,1919
339,0.326,0.408,0.464,48,1903
340,0.944,0.889,0.258,429,1311
341,0.283,0.081,0.478,772,1764
342,0.422,0.097,0.088,2,1611
343,0.493,0.643,0.638,118,1645
344,0.581,0.238,0.962,187,1738
345,0.917,0.701,0.972,164,1793
346,0.883,0.375,0.373,380,1294
347,0.985,0.878,0.407,611,1920
348,0.76,0.28,0.644,618,1723
349,0.038,0.784,0.1,747,1167
350,0.997,0.83,0.21,476,694
351,0.495,0.184,0.894,249,1741
352,0.495,0.632,0.864,618,1258
353,0.987,0.26,0.265,977,1183
354,0.965,0.551,0.36,620,762
355,0.229,0.636,0.808,211,881
356,0.321,0.952,0.296,248,939
357,0.294,0.392,0.669,659,695
358,0.307,0.085,0.886,120,1149
359,0.215,0.939,0.184,857,1716
360,0.078,0.914,0.015,490,1962
361,0.491,0.101,0.698,442,634
362,0.344,0.357,0.019,511,1653
363,0.022,0.061,0.239,76,409
364,0.974,0.128,0.321,54,672
365,0.076,0.976,0.045,636,1526
366,0.372,0.466,0.341,996,1355
367,0.086,0.238,0.647,923,1249
368,0.859,0.642,0.029,934,1314
369,0.559,0.414,0.818,823,1475
370,0.854,0.596,0.677,470,1677
371,0.502,0.912,0.161,879,1277
372,0.476,0.758,0.849,249,263
373,0.594,0.517,0.515,826,1434
374,0.882,0.015,0.546,968,1825
375,0.381,0.123,0.733,396,1370
376,0.409,0.907,0.342,354,579
377,0.84,0.29,0.351,141,765
378,0.99,0.752,0.991,380,1618
379,0.808,0.483,0.083,811,1150
380,0.523,0.045,0.808,549,746
381,0.149,0.902,0.506,39,110
382,0.107,0.369,0.583,788,1237
383,0.142,0.757,0.274,253,1611
384,0.849,0.935,0.498,435,1547
385,0.299,0.102,0.419,809,821
386,0.731,0.52,0.442,632,1247
387,0.238,0.226,0.372,886,983
388,0.75,0.835,0.763,8,810
389,0.555,0.307,0.275,55,1882
390,0.226,0.537,0.963,936,1081
391,0.306,0.981,0.475,146,1181
392,0.003,0.602,0.748,912,979
393,0.095,0.768,0.057,892,1413
394,0.137,0.153,0.269,501,1462
395,0.341,0.722,0.64,494,1825
396,0.776,0.795,0.03,56,1807
397,0.225,0.577,0.821,314,499
398,0.183,0.013,0.698,50,564
399,0.528,0.442,0.092,577,963
400,0.572,0.417,0.139,495,1494
401,0.595,0.663,0.032,445,643
402,0.649,0.679,0.274,329,528
403,0.12,0.692,0.862,66,1987
404,0.005,0.178,0.068,528,1773
405,0.612,0.223,0.656,886,1543
406,0.03,0.044,0.362,117,1751
407,0.29,0.201,0.675,660,1891
408,0.063,0.174,0.823,770,1721
409,0.504,0.796,0.11,748,1864
410,0.323,0.491,0.423,387,1830
411,0.178,0.127,0.376,779,1770
412,0.618,0.723,0.819,736,1809
413,0.81,0.657,0.949,247,1352
414,0.033,0.115,0.596,126,985
415,0.31,0.205,0.597,307,833
416,0.89,0.615,0.201,396,926
417,0.044,0.26,0.236,492,607
418,0.155,0.947,0.486,21,1691
419,0.747,0.652,0.319,569,693
420,0.926,0.039,0.516,877,1136
421,0.937,0.674,0.043,633,1439
422,0.344,0.853,0.312,209,586
423,0.556,0.972,0.876,811,1042
424,0.052,0.585,0.256,307,1714
425,0.752,0.315,0.708,183,1937
426,0.421,0.809,0.381,690,1747
427,0.567,0.038,0.425,281,938
428,0.004,0.465,0.878,88,579
429,0.808,0.139,0.448,446,1312
430,0.192,0.718,0.662,139,1661
431,0.537,0.312,0.248,680,1653
432,0.007,0.179,0.366,110,235
433,0.976,0.768,0.762,125,375
434,0.214,0.566,0.452,991,1640
435,0.072,0.892,0.449,83,754
436,0.503,0.528,0.072,192,919
437,0.436,0.06,0.016,319,640
438,0.032,0.405,0.117,127,1344
439,0.818,0.437,0.017,632,1720
440,0.123,0.275,0.5,22,519
441,0.995,0.348,0.182,573,608
442,0.501,0.542,0.049,637,1653
443,0.023,0.28,0.114,530,1212
444,0.495,0.263,0.749,505,1322
445,0.29,0.386,0.922,983,1951
446,0.965,0.841,0.368,467,1501
447,0.151,0.151,0.973,906,1805
448,0.098,0.891,0.679,569,1863
449,0.849,0.288,0.159,685,1942
450,0.834,0.23,0.896,130,1455
451,0.85,0.854,0.047,3,1878
452,0.064,0.788,0.79,759,988
453,0.985,0.64,0.023,160,773
454,0.636,0.536,0.955,820,1075
455,0.267,0.258,0.58,865,1681
456,0.285,0.375,0.476,116,356
457,0.075,0.213,0.905,187,722
458,0.071,0.411,0.636,708,1296
459,0.851,0.804,0.53,558,735
460,0.921,0.275,0.881,851,1020
461,0.452,0.71,0.695,906,1362
462,0.899,0.589,0.923,460,671
463,0.659,0.102,0.747,963,1323
464,0.203,0.58,0.154,279,1157
465,0.231,0.103,0.353,764,1471
466,0.609,0.125,0.39,714,851
467,0.214,0.873,0.287,421,1664
468,0.23,0.751,0.806,592,1247
469,0.993,0.028,0.504,970,1125
470,0.596,0.251,0.666,183,1271
471,0.921,0.86,0.06,19,985
472,0.671,0.162,0.656,595,1844
473,0.901,0.629,0.487,826,877
474,0.317,0.804,0.215,537,625
475,0.185,0.209,0.587,534,1007
476,0.912,0.574,0.606,279,1897
477,0.897,0.431,0.743,168,1460
478,0.228,0.808,0.959,216,1730
479,0.473,0.47,0.439,610,1393
480,0.283,0.014,0.309,952,1860
481,0.308,0.435,0.365,605,1539
482,0.149,0.752,0.618,577,1629
483,0.364,0.883,0.692,68,1952
484,0.662,0.933,0.436,946,1015
485,0.681,0.677,0.208,707,840
486,0.335,0.313,0.154,578,1451
487,0.921,0.048,0.18,279,743
488,0.351,0.584,0.907,452,916
489,0.083,0.739,0.656,791,1481
490,0.644,0.995,0.019,952,1447
491,0.319,0.315,0.966,528,1783
492,0.307,0.134,0.145,330,522
493,0.069,0.6,0.584,610,1719
494,0.545,0.038,0.688,446,556
495,0.345,0.423,0.309,761,881
496,0.615,0.462,0.221,253,801
497,0.136,0.812,0.703,475,496
498,0.985,0.586,0.007,28,1763
499,0.81,0.575,0.788,473,1565
500,0.224,0.676,0.515,525,818
501,0.12,0.791,0.234,706,1179
502,0.554,0.426,0.307,920,948
503,0.425,0.967,0.007,770,1009
504,0.787,0.646,0.482,593,1579
505,0.668,0.618,0.791,296,1989
506,0.547,0.075,0.971,666,1541
507,0.579,0.865,0.827,97,777
508,0.536,0.139,0.621,120,1254
509,0.349,0.286,0.218,770,1539
510,0.224,0.346,0.3,286,478
511,0.776,0.605,0.511,12,535
512,0.504,0.475,0.111,231,1458
513,0.138,0.861,0.306,338,1664
514,0.057,0.764,0.904,734,1531
515,0.959,0.371,0.916,135,217
516,0.025,0.206,0.023,653,1809
517,0.429,0.437,0.654,579,639
518,0.479,0.369,0.577,35,339
519,0.984,0.888,0.567,897,1932
520,0.592,0.964,0.494,455,1330
521,0.254,0.684,0.834,436,1079
522,0.027,0.136,0.897,706,1487
523,0.567,0.876,0.084,176,1179
524,0.14,0.219,0.164,731,832
525,0.04,0.43,0.327,689,1349
526,0.849,0.021,0.588,72,1924
527,0.516,0.024,0.295,36,742
528,0.506,0.859,0.537,285,309
529,0.963,0.714,0.866,683,1453
530,0.407,0.986,0.627,457,494
531,0.692,0.021,0.761,733,1014
532,0.792,0.617,0.943,361,475
533,0.625,0.488,0.986,451,1151
534,0.397,0.414,0.323,286,1681
535,0.563,0.71,0.207,317,606
536,0.904,0.009,0.054,62,1721
537,0.219,0.23,0.787,624,1476
538,0.937,0.277,0.096,892,1887
539,0.154,0.224,0.252,230,609
540,0.595,0.365,0.177,458,885
541,0.761,0.482,0.317,775,1797
542,0.555,0.153,0.367,168,820
543,0.466,0.616,0.78,220,456
544,0.297,0.542,0.153,481,1870
545,0.091,0.15,0.229,659,815
546,0.613,0.021,0.109,947,1346
547,0.791,0.587,0.916,743,893
548,0.857,0.647,0.052,406,952
549,0.556,0.943,0.731,918,1112
550,0.705,0.076,0.537,473,724
551,1.0,0.021,0.649,702,1070
552,0.015,0.13,0.858,649,1127
553,0.628,0.309,0.08,662,1109
554,0.539,0.222,0.28,930,1524
555,0.613,0.7,0.541,200,1438
556,0.8,0.469,0.644,988,1318
557,0.699,0.776,0.53,16,1693
558,0.456,0.175,0.001,494,503
559,0.301,0.984,0.725,941,1405
560,0.317,0.758,0.733,616,1679
561,0.591,0.811,0.186,859,1610
562,0.896,0.194,0.289,27,1337
563,0.585,0.428,0.74,758,823
564,0.992,0.882,0.638,635,1778
565,0.217,0.954,0.34,163,877
566,0.358,0.224,0.415,727,1422
567,0.318,0.77,0.232,416,1778
568,0.767,0.085,0.288,260,1629
569,0.658,0.708,0.393,662,791
570,0.867,0.582,0.276,37,1374
571,0.219,0.546,0.028,784,1472
572,0.606,0.21,0.762,167,1233
573,0.827,0.246,0.285,334,1816
574,0.196,0.007,0.333,406,1063
575,0.976,0.645,0.189,905,1957
576,0.667,0.056,0.391,191,1247
577,0.24,0.208,0.613,290,1964
578,0.934,0.665,0.311,123,1117
579,0.64,0.599,0.757,83,586
580,0.147,0.933,0.274,346,1354
581,0.761,0.436,0.231,783,1413
582,0.508,0.164,0.26,227,1582
583,0.279,0.768,0.375,497,1732
584,0.929,0.933,0.333,914,1128
585,0.939,0.883,0.31,386,1136
586,0.244,0.672,0.63,957,1413
587,0.435,0.426,0.099,20,1439
588,0.341,0.094,0.126,811,1930
589,0.569,0.665,0.658,970,1944
590,0.506,0.383,0.445,307,1624
591,0.349,0.055,0.592,87,1816
592,0.426,0.156,0.386,283,921
593,0.397,0.396,0.832,210,1916
594,0.728,0.417,0.861,124,326
595,0.872,0.148,0.529,606,1651
596,0.27,0.907,0.611,152,1924
597,0.659,0.266,0.772,836,955
598,0.432,0.221,0.119,42,158
599,0.359,0.727,0.558,445,575
600,0.866,0.819,0.896,736,860
601,0.373,0.979,0.733,770,1099
602,0.884,0.713,0.522,404,791
603,0.062,0.415,0.087,899,1167
604,0.71,0.415,0.408,236,1191
605,0.521,0.474,0.334,121,1868
606,0.207,0.099,0.878,512,1205
607,0.785,0.485,0.03,280,1999
608,0.695,0.075,0.33,420,1424
609,0.826,0.04,0.733,240,1076
610,0.457,0.789,0.896,239,1840
611,0.144,0.166,0.875,331,1575
612,0.224,0.785,0.974,366,1320
613,0.751,0.842,0.342,19,1320
614,0.452,0.416,0.884,2,50
615,0.542,0.072,0.814,23,1051
616,0.911,0.332,0.229,899,1538
617,0.13,0.679,0.802,508,1029
618,0.31,0.292,0.393,987,1646
619,0.147,0.075,0.741,100,262
620,0.361,0.743,0.665,929,1729
621,0.701,0.874,0.336,121,1020
622,0.934,0.279,0.075,109,1646
623,0.662,0.335,0.192,489,1368
624,0.61,0.978,0.557,21,788
625,0.573,0.309,0.79,338,1175
626,0.682,0.758,0.308,346,751
627,0.056,0.716,0.779,418,454
628,0.443,0.328,0.173,265,1896
629,0.226,0.633,0.329,668,1973
630,0.173,0.828,0.804,926,1340
631,0.477,0.774,0.215,562,1319
632,0.228,0.358,0.754,426,1349
633,0.195,0.682,0.395,34,1381
634,0.187,0.166,0.392,804,1700
635,0.989,0.413,0.542,600,1281
636,0.697,0.138,0.807,895,1056
637,0.432,0.005,0.855,638,1068
638,0.982,0.956,0.744,801,1129
639,0.928,0.32,0.258,618,813
640,0.397,0.511,0.541,856,1026
641,0.326,0.495,0.06,3,78
642,0.815,0.166,0.587,499,511
643,0.839,0.419,0.893,153,168
644,0.501,0.267,0.059,437,1853
645,0.102,0.2,0.287,579,1050
646,0.773,0.467,0.678,836,1144
647,0.616,0.537,0.023,340,1361
648,0.341,0.333,0.911,733,1769
649,0.619,0.63,0.323,415,1464
650,0.338,0.657,0.977,765,1127
651,0.164,0.689,0.18,721,1574
652,0.105,0.017,0.4,908,1984
653,0.745,0.679,0.078,226,589
654,0.498,0.701,0.01,410,1318
655,0.928,0.935,0.576,56,1119
656,0.588,0.388,0.049,616,1376
657,0.43,0.901,0.022,275,1644
658,0.982,0.912,0.051,705,1785
659,0.73,0.369,0.699,873,1732
660,0.903,0.852,0.001,716,1909
661,0.763,0.577,0.828,601,1646
662,0.646,0.23,0.633,398,1161
663,0.056,0.466,0.337,664,1239
664,0.968,0.407,0.715,92,1457
665,0.682,0.309,0.436,303,1332
666,0.767,0.875,0.487,459,1618
667,0.29,0.041,0.034,768,1927
668,0.194,0.843,0.224,112,1712
669,0.619,0.793,0.404,747,1160
670,0.079,0.458,0.965,474,546
671,0.902,0.019,0.85,426,1989
672,0.259,0.282,0.306,127,351
673,0.57,0.411,0.2,233,1145
674,0.478,0.306,0.08,653,1531
675,0.75,0.988,0.735,873,1000
676,0.104,0.525,0.384,669,1436
677,0.993,0.818,0.113,439,1073
678,0.284,0.433,0.248,627,1932
679,0.405,0.41,0.928,314,1547
680,0.571,0.352,0.745,839,1659
681,0.544,0.985,0.653,233,720
682,0.962,0.745,0.158,573,1549
683,0.641,0.052,0.231,555,1391
684,0.591,0.302,0.068,25,217
685,0.346,0.385,0.136,513,1991
686,0.906,0.306,0.335,151,1614
687,0.663,0.039,0.902,563,1905
688,0.72,0.003,0.395,816,872
689,0.045,0.066,0.63,82,928
690,0.939,0.214,0.495,878,1708
691,0.576,0.407,0.902,472,820
692,0.601,0.553,0.996,747,1849
693,0.458,0.251,0.59,285,930
694,0.978,0.696,0.057,99,557
695,0.548,0.662,0.748,663,1205
696,0.777,0.671,0.266,254,1159
697,0.59,0.621,0.383,47,291
698,0.026,0.467,0.576,567,594
699,0.563,0.673,0.748,568,1124
700,0.054,0.266,0.268,132,431
701,0.467,0.091,0.863,476,2000
702,0.055,0.234,0.641,146,355
703,0.306,0.479,0.561,859,1598
704,0.811,0.765,0.13,645,1135
705,0.466,0.184,0.567,53,988
706,0.248,0.348,0.457,103,1487
707,0.808,0.219,0.477,816,1718
708,0.013,0.743,0.261,396,497
709,0.186,0.34,0.753,953,1421
710,0.883,0.031,0.575,341,1477
711,0.004,0.465,0.778,486,725
712,0.123,0.236,0.303,700,1241
713,0.425,0.921,0.92,609,791
714,0.168,0.681,0.562,81,257
715,0.838,0.976,0.282,61,1971
716,0.242,0.558,0.037,583,1282
717,0.467,0.869,0.098,133,1802
718,0.105,0.438,0.858,22,629
719,0.942,0.244,0.899,919,1211
720,0.619,0.481,0.291,694,826
721,0.471,0.616,0.311,250,1353
722,0.046,0.188,0.255,930,1586
723,0.798,0.325,0.592,351,1694
724,0.751,0.731,0.654,229,1844
725,0.963,0.66,0.185,882,1990
726,0.892,0.552,0.419,385,510
727,0.562,0.17,0.595,411,1874
728,0.296,0.249,0.159,131,625
729,0.982,0.726,0.721,325,729
730,0.91,0.844,0.859,671,1393
731,0.737,0.484,0.034,568,1037
732,0.704,0.918,0.491,957,1625
733,0.948,0.245,0.111,479,1673
734,0.217,0.539,0.479,62,797
735,0.946,0.086,0.042,826,1331
736,0.376,0.83,0.573,826,1773
737,0.292,0.902,0.038,935,1309
738,0.021,0.373,0.69,180,653
739,0.681,0.428,0.726,387,1177
740,0.563,0.503,0.615,132,611
741,0.365,0.736,0.166,530,665
742,0.949,0.521,0.028,934,1391
743,0.746,0.867,0.685,153,815
744,0.238,0.97,0.987,650,1738
745,0.638,0.943,0.538,383,601
746,0.349,0.008,0.531,122,620
